,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,femn,masc,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
otcy-i-deti. Text/chapter7.xhtml,90.0,1797.0,948.0,741.0,239.0,1404.0,502.0,1141.0,11016.0,8769.0,1747.0,3759.0,396.0,8.463950473010573,55.1599693934335,5.108195909849748,14.457434037869323,5.108195909849748,61.202058987200886,1577.0,286.0,475.0,156.0,159.0,907.0,41.0,2.0,173.0,0.5275459098497496,22.363218072038798,15.813183147892182,0.914661042580872,0.924408738106403,0.02622144623376862,38.136721791957285,0.8527231121281399,0.8502857142857143,166.6286803919137,178.72975198204557,0.9026309855841584,160.45600079546585,1590.36679231923,ivan-turgenev,27.0,20.0,8.0,233.0,7.0
otcy-i-deti. Text/chapter8.xhtml,122.0,1963.0,1021.0,866.0,279.0,1470.0,483.0,1266.0,12329.0,9779.0,1856.0,4125.0,454.0,6.634221081816893,59.625122595892876,4.6584871119814935,13.419991478349848,4.6584871119814935,60.206312686336574,1772.0,339.0,583.0,130.0,163.0,1024.0,38.0,9.0,145.0,0.5201222618441161,23.044409936963945,16.294858534869867,0.913786386646655,0.9243494261885865,0.026181506234395472,38.194899523628955,0.8651515151515291,0.8651282051282052,195.6671312323073,220.73841463804126,0.895244510205822,140.96354586047875,1640.0349394593204,ivan-turgenev,26.0,20.0,9.0,278.0,22.0
otcy-i-deti. Text/chapter9.xhtml,93.0,855.0,453.0,329.0,92.0,622.0,226.0,488.0,4959.0,3766.0,755.0,1619.0,229.0,1.7378796453499312,81.0799952839087,-0.8879231277117512,8.843492217335733,-0.8879231277117512,47.673080550839465,759.0,91.0,226.0,39.0,100.0,362.0,29.0,1.0,52.0,0.5298245614035088,15.492273116485826,10.954691376661177,0.9059102656986481,0.9081365791624008,0.03209100331300219,31.16138159491056,0.8126799007444164,0.8117647058823528,113.86766568172226,103.38025468793731,0.8464939374591267,64.16256590509666,1341.5966161331942,ivan-turgenev,26.0,18.0,10.0,74.0,1.0
otcy-i-deti. Text/chapter10.xhtml,284.0,3458.0,1463.0,1364.0,471.0,2569.0,1030.0,2010.0,20855.0,16222.0,3210.0,6881.0,867.0,3.9023809659576862,71.41442635570506,1.7419887767903006,11.43571287827332,1.7419887767903006,51.6208220985834,2922.0,281.0,847.0,213.0,551.0,1387.0,187.0,1.0,225.0,0.4230769230769231,24.878937647366264,17.592065519169978,0.8944336993266473,0.9117226121345571,0.029830890480129678,33.5222979906047,0.8316925784687847,0.8310144927536233,125.18824028911183,135.4320794530595,0.879117797018619,109.87009668762178,1422.335428246196,ivan-turgenev,176.0,135.0,34.0,269.0,11.0
otcy-i-deti. Text/chapter11.xhtml,74.0,1119.0,651.0,434.0,145.0,862.0,339.0,668.0,6766.0,5310.0,1072.0,2255.0,278.0,5.530497186194236,66.0638445281743,2.907244891674516,12.425908375069206,2.907244891674516,53.906250754776224,974.0,178.0,276.0,91.0,124.0,538.0,23.0,2.0,100.0,0.5817694369973191,19.461035519346208,13.761030184641967,0.9228395511446713,0.9279665200207651,0.025308215500848066,39.512860950883336,0.8596448598130828,0.8627272727272729,209.64637419557369,204.82621190518626,0.899815437493536,150.5465703971119,1613.6490945772,ivan-turgenev,28.0,17.0,13.0,138.0,6.0
otcy-i-deti. Text/chapter12.xhtml,112.0,1408.0,789.0,623.0,239.0,961.0,355.0,845.0,8893.0,6939.0,1296.0,2891.0,371.0,4.558849431818182,67.09079342532466,3.3372374188311724,12.96513301186967,3.3372374188311724,56.81858766233766,1239.0,118.0,383.0,96.0,167.0,626.0,56.0,3.0,85.0,0.5603693181818182,21.026920650572077,14.868278179490968,0.9201151497434142,0.9274111176136689,0.025371524772948982,39.41426496629781,0.8561736571008078,0.8557142857142856,145.05362671345307,177.73722384635312,0.8989506231591635,139.04098820887143,1602.740319123876,ivan-turgenev,49.0,35.0,13.0,131.0,7.0
otcy-i-deti. Text/chapter13.xhtml,172.0,1654.0,851.0,727.0,256.0,1184.0,426.0,1014.0,10365.0,8002.0,1515.0,3423.0,478.0,3.2295341807035776,69.95517941002785,1.9430494713309514,10.836106481175488,1.9430494713309514,53.570329855740844,1457.0,315.0,268.0,108.0,223.0,700.0,83.0,4.0,77.0,0.5145102781136639,20.92482369518864,14.796084730000837,0.910330041516033,0.9196287647369931,0.027860484477686208,35.89313031512111,0.8302554517133954,0.8333333333333333,141.17229056573535,138.55908249455013,0.886244045741757,106.86608818011257,1404.6019050970594,ivan-turgenev,67.0,53.0,4.0,154.0,15.0
otcy-i-deti. Text/chapter14.xhtml,92.0,1426.0,795.0,596.0,232.0,1023.0,373.0,882.0,8835.0,6877.0,1354.0,2930.0,373.0,6.004298737727911,63.19762272089761,3.4971048387096744,14.089738632523229,3.4971048387096744,57.29523141654979,1242.0,219.0,357.0,110.0,141.0,683.0,40.0,3.0,124.0,0.5575035063113605,21.052678867961948,14.886491989678621,0.9195488963539274,0.9269858326345005,0.0255066756333259,39.205422704848445,0.8707334785766198,0.8735714285714288,250.54086640195914,213.18431892874264,0.9066012344882021,166.18007850834152,1628.2630018085058,ivan-turgenev,34.0,26.0,2.0,171.0,5.0
otcy-i-deti. Text/chapter15.xhtml,84.0,1224.0,727.0,559.0,221.0,873.0,316.0,778.0,7771.0,6184.0,1171.0,2664.0,303.0,6.438235294117646,57.086260504201675,4.6746059757236225,14.390537779648428,4.6746059757236225,60.241363211951445,1105.0,246.0,256.0,111.0,114.0,602.0,23.0,2.0,85.0,0.5939542483660131,20.77991189976732,14.693616616784507,0.9267282957123943,0.9325072819392419,0.02372956319543637,42.14152581587841,0.8748255319148925,0.8733333333333334,253.4958852923296,269.0524901727433,0.9026164753044181,151.6361426256078,1886.4009165945695,ivan-turgenev,17.0,17.0,7.0,155.0,9.0
otcy-i-deti. Text/chapter16.xhtml,197.0,2834.0,1414.0,1233.0,476.0,2077.0,724.0,1829.0,17799.0,14145.0,2705.0,6095.0,676.0,6.158929675549619,58.878184285095045,4.239990897334401,13.792929146395343,4.239990897334401,57.89319682320195,2511.0,632.0,526.0,226.0,338.0,1357.0,79.0,8.0,209.0,0.49894142554693016,26.561309751654928,18.781682242591575,0.9125389729094818,0.9261345087949769,0.025333400241601568,39.47357995622858,0.857529622980265,0.8532142857142856,191.0618831574222,199.81516485766946,0.9051244583165999,155.46884318965184,1574.7398006834767,ivan-turgenev,56.0,58.0,31.0,314.0,22.0
otcy-i-deti. Text/chapter17.xhtml,249.0,3135.0,1387.0,1249.0,466.0,2321.0,860.0,1927.0,19003.0,14909.0,2950.0,6383.0,755.0,4.442403105243944,68.1012462289349,2.2620397667223884,12.14489852297755,2.2620397667223884,52.43087181260929,2647.0,480.0,571.0,228.0,417.0,1337.0,131.0,5.0,240.0,0.44242424242424244,24.771807044348304,17.516312743303374,0.8987022250295752,0.9146723629097474,0.028973367416198815,34.51445548717636,0.832488658457571,0.8329032258064516,135.57176145940235,142.28661601261314,0.8880425665988975,130.6388947984257,1473.945737126523,ivan-turgenev,103.0,145.0,30.0,342.0,18.0
otcy-i-deti. Text/chapter18.xhtml,116.0,1404.0,665.0,543.0,218.0,1028.0,432.0,814.0,8330.0,6437.0,1307.0,2809.0,330.0,3.945889085371846,70.85771097357306,1.055601286963352,12.17015562663257,1.055601286963352,50.77866195107575,1140.0,254.0,170.0,109.0,195.0,594.0,75.0,3.0,93.0,0.47364672364672367,17.747537046730493,12.549403795102604,0.8968835056809821,0.9050824189064647,0.03276277942400549,30.522440940016644,0.8236900369003686,0.8207142857142857,109.34242118221584,121.94174684354098,0.8753419206753784,114.84444962686567,1308.1244541767926,ivan-turgenev,76.0,95.0,12.0,145.0,6.0
otcy-i-deti. Text/chapter19.xhtml,169.0,2064.0,1012.0,859.0,297.0,1548.0,607.0,1238.0,12517.0,9829.0,1941.0,4189.0,503.0,4.21012482225586,68.98186568276685,2.196575122700793,11.770437316396261,2.196575122700793,53.83123480574286,1765.0,257.0,502.0,128.0,185.0,976.0,73.0,5.0,141.0,0.4903100775193798,22.275407930038284,15.751092001026667,0.9066195205241525,0.918195210687582,0.028171540836384883,35.49681594655456,0.8558114143920583,0.8512195121951217,185.0883604505632,170.42773958649968,0.8857863336236647,121.0080709332727,1477.7472287535838,ivan-turgenev,93.0,65.0,25.0,235.0,12.0
otcy-i-deti. Text/chapter20.xhtml,195.0,2877.0,1465.0,1275.0,446.0,2131.0,784.0,1793.0,18128.0,14243.0,2709.0,6065.0,794.0,6.028505227132964,60.95826729231838,4.089479219806954,13.420851573287015,4.089479219806954,59.07084302558755,2588.0,437.0,721.0,176.0,333.0,1327.0,97.0,8.0,145.0,0.5092109836635385,27.312892396578647,19.313131427439256,0.9152624072972416,0.928648531842305,0.024498139917485857,40.819425612237495,0.8680056577086512,0.868421052631579,260.3450973974358,247.78474168295872,0.9032945946130095,144.85228108259514,1723.587380159635,ivan-turgenev,86.0,58.0,29.0,321.0,20.0
otcy-i-deti. Text/chapter21.xhtml,418.0,4696.0,1893.0,1804.0,566.0,3553.0,1400.0,2719.0,27469.0,21253.0,4326.0,9077.0,1161.0,3.0252083214463283,76.06162502139661,0.4425621357482292,10.337954121204081,0.4425621357482292,49.6501226738831,4008.0,499.0,1042.0,336.0,415.0,2154.0,200.0,9.0,285.0,0.40310902896081774,27.62400028639639,19.533117926010018,0.8925363031266988,0.9125921617803388,0.02926787994391641,34.16714848893108,0.8255907036798403,0.8307526881720431,136.80673382284508,138.76286295036604,0.878433086608702,106.79447808186002,1466.367356758963,ivan-turgenev,248.0,155.0,68.0,399.0,12.0
otcy-i-deti. Text/chapter22.xhtml,91.0,1519.0,896.0,710.0,265.0,1128.0,383.0,1010.0,9890.0,7967.0,1475.0,3386.0,348.0,7.861646832430242,51.166204739960506,6.4752535321821085,15.137288150501526,6.4752535321821085,63.43358484833139,1400.0,252.0,374.0,133.0,190.0,709.0,29.0,10.0,94.0,0.5898617511520737,22.98947865942719,16.256016256024385,0.9279441768796406,0.9353848455481386,0.022647969404269247,44.15406883283299,0.8867891156462678,0.8899999999999999,278.5716217532786,374.05351321251396,0.9231793633686176,206.8019730941704,1667.061851100033,ivan-turgenev,13.0,12.0,5.0,218.0,7.0
otcy-i-deti. Text/chapter23.xhtml,177.0,1960.0,913.0,747.0,241.0,1508.0,590.0,1159.0,11486.0,8961.0,1838.0,3859.0,447.0,3.2087948230139496,74.10997895768477,0.686438429609133,10.3664631744304,0.686438429609133,49.1856912256428,1654.0,348.0,381.0,99.0,231.0,855.0,89.0,6.0,155.0,0.4658163265306122,20.622567883812362,14.582357596123629,0.8992225128814252,0.9108533361128676,0.030610464354630957,32.668566814757035,0.8386080586080583,0.8358974358974361,121.75777800478994,143.2518145041347,0.8822266305795216,119.37694316627285,1495.4377080340607,ivan-turgenev,69.0,82.0,21.0,216.0,9.0
otcy-i-deti. Text/chapter24.xhtml,454.0,4912.0,1956.0,1896.0,534.0,3800.0,1427.0,2907.0,29251.0,22696.0,4532.0,9507.0,1204.0,2.8403862338389096,76.44840518230998,0.9192995451218984,9.638521496737237,0.9192995451218984,49.418731794113846,4242.0,506.0,1317.0,325.0,492.0,2298.0,167.0,3.0,285.0,0.3982084690553746,27.908704116678596,19.73443393503235,0.8916658036681626,0.912200048366168,0.029348852293998858,34.07288264572023,0.8519432449106035,0.8524489795918371,168.5146895746553,177.03801098447076,0.8890912023956373,123.98149747132108,1412.9356846396017,ivan-turgenev,220.0,165.0,65.0,502.0,26.0
otcy-i-deti. Text/chapter25.xhtml,249.0,2993.0,1188.0,1061.0,376.0,2277.0,985.0,1668.0,16984.0,13060.0,2779.0,5691.0,733.0,3.1803271623077656,76.93255077778537,-0.35276439604056264,10.914336113945811,-0.35276439604056264,47.46946221236433,2488.0,427.0,478.0,186.0,334.0,1269.0,136.0,4.0,216.0,0.39692616104243233,21.71516242901281,15.3549386081223,0.8845575499017497,0.9015439186672405,0.033210272152745766,30.111165467137603,0.8203804347826223,0.8220338983050849,96.26124464274649,115.22871160215453,0.8633343087090914,97.74768048551532,1274.5724628414034,ivan-turgenev,155.0,134.0,23.0,288.0,8.0
otcy-i-deti. Text/chapter26.xhtml,178.0,2515.0,1141.0,960.0,341.0,1910.0,751.0,1500.0,14660.0,11478.0,2354.0,4983.0,549.0,4.796893135568613,69.39016362499164,1.4927394118435444,12.287033036160764,1.4927394118435444,52.30018763821565,2108.0,371.0,428.0,181.0,290.0,1135.0,108.0,6.0,141.0,0.4536779324055666,22.751846537693407,16.087984971318683,0.8990593999994957,0.9130621393016316,0.029683714846118682,33.688505808118414,0.8388321167883173,0.8416000000000001,134.9250284382938,136.85596314726774,0.8886761079547482,133.23871538753318,1437.0421651467443,ivan-turgenev,161.0,105.0,21.0,258.0,17.0
otcy-i-deti. Text/chapter27.xhtml,369.0,4431.0,1859.0,1805.0,580.0,3327.0,1245.0,2662.0,26568.0,20654.0,4098.0,8841.0,1145.0,3.859386583439292,71.30926501753169,1.507707253771926,11.134337933565284,1.507707253771926,52.74385565114961,3882.0,550.0,1190.0,274.0,326.0,2175.0,146.0,12.0,306.0,0.4195441209659219,27.927271991292827,19.747563405084296,0.8965522612853694,0.9155964060617271,0.028369035806368084,35.249699948403844,0.8535919671383426,0.8529545454545453,171.8494781235404,174.47112342733527,0.892530338645751,132.1715797837241,1506.4103896241706,ivan-turgenev,129.0,114.0,52.0,497.0,18.0
otcy-i-deti. Text/chapter28.xhtml,74.0,1432.0,905.0,631.0,243.0,1069.0,381.0,931.0,9181.0,7326.0,1398.0,3102.0,338.0,8.705430318586743,51.48955609240525,6.413724445115513,16.071243498656504,6.413724445115513,63.41559716140722,1248.0,204.0,323.0,84.0,235.0,609.0,92.0,10.0,151.0,0.6319832402234636,23.91536812182147,16.910718973512548,0.9368510655510156,0.9432422555649922,0.020009529351251387,49.9761879675326,0.88715835140998,0.8892857142857142,426.7887333898784,342.1683818059288,0.9281834660051959,212.48361675653257,1997.2926092758828,ivan-turgenev,21.0,12.0,12.0,93.0,11.0
otcy-i-deti. Text/annotation.xhtml,10.0,229.0,178.0,120.0,58.0,140.0,40.0,158.0,1652.0,1304.0,218.0,566.0,70.0,12.673794759825327,28.520895196506558,11.02991288209607,21.34231786349246,11.02991288209607,75.30174672489082,217.0,29.0,66.0,28.0,44.0,104.0,10.0,1.0,6.0,0.777292576419214,11.762571088100598,8.31739378058476,0.9536342762663679,0.944705931969943,0.019647862777136642,50.89612093401101,0.9025555555555577,0.875,211.25955897389633,13.683333333333334,0.9149262842544567,169.5194805194805,1826.3074602456527,ivan-turgenev,2.0,4.0,,9.0,5.0
bezhin-lug. Text/chapter1.xhtml,311.0,6037.0,2635.0,2521.0,704.0,5103.0,1856.0,3951.0,38605.0,30132.0,6144.0,12682.0,2296.0,8.25687162817502,55.34714408255202,5.649989184860566,13.351942898970055,5.649989184860566,61.170727459338366,5269.0,843.0,1443.0,420.0,798.0,2862.0,302.0,38.0,522.0,0.4364750703992049,33.91329843146941,23.98032329329512,0.9047718631591634,0.9247542298588386,0.02518715707820805,39.70277379439543,0.8746092184368933,0.8801666666666667,216.6071936104724,299.3040252829894,0.9335535614132977,244.67422278922984,1448.0325288334159,ivan-turgenev,172.0,74.0,96.0,744.0,34.0
bezhin-lug. Text/annotation.xhtml,2.0,87.0,63.0,66.0,38.0,45.0,10.0,73.0,803.0,699.0,87.0,291.0,16.0,29.142241379310338,-50.73913793103452,31.45761206896551,38.58769583148427,31.45761206896551,119.36206896551724,86.0,38.0,14.0,10.0,15.0,56.0,,1.0,1.0,0.7241379310344828,6.754308969478107,4.7760176745470915,0.9277250262013248,0.886752184572482,0.037264375541049166,26.835281296970454,0.7215789473684208,0.74,60.979985153037916,26.359840425531914,0.819078555567887,76.34693877551021,1018.2476076247748,ivan-turgenev,,,,6.0,4.0
asya. Text/chapter1.xhtml,32.0,779.0,519.0,333.0,107.0,631.0,222.0,516.0,5003.0,3999.0,797.0,1680.0,194.0,11.081698090500641,45.57580150834406,7.92416000080231,16.21686619292682,7.92416000080231,67.09086168164313,705.0,113.0,173.0,72.0,111.0,372.0,12.0,3.0,21.0,0.6662387676508345,18.595104743205482,13.148724660794732,0.9390047328087981,0.9407275853541777,0.02109440672447583,47.405931489872174,0.8810958904109628,0.8733333333333334,286.8720208585803,283.2707574263792,0.9091873125296605,162.22216274089936,2027.9837034217046,ivan-turgenev,51.0,2.0,3.0,106.0,7.0
asya. Text/chapter2.xhtml,106.0,1459.0,887.0,614.0,191.0,1190.0,411.0,970.0,9315.0,7321.0,1506.0,3105.0,424.0,5.690074812161342,61.03858800936284,4.23240019980085,11.917867669420145,4.23240019980085,55.847769860462705,1277.0,230.0,349.0,126.0,235.0,710.0,40.0,10.0,84.0,0.6079506511309116,23.221805002047507,16.42029578833948,0.9316915628448494,0.9385743089222557,0.02158888857921095,46.32012418476009,0.8977446808510715,0.8986206896551724,338.1480846808572,363.44376426548035,0.9243457801180686,203.87406555491663,1871.011362606327,ivan-turgenev,81.0,17.0,8.0,212.0,10.0
asya. Text/chapter3.xhtml,23.0,330.0,233.0,127.0,34.0,283.0,114.0,203.0,2008.0,1572.0,336.0,659.0,93.0,5.018313570487482,68.16494729907775,2.8049288537549373,10.799406454797158,2.8049288537549373,52.83267457180501,273.0,33.0,89.0,27.0,38.0,172.0,13.0,,22.0,0.706060606060606,12.826227863722101,9.069512699481743,0.939981265754202,0.932989704595363,0.023831011333893225,41.96213018361366,0.9064768683274025,0.9,236.412720059509,261.1928904428904,0.9093990787153171,171.7879746835443,1544.2467052409156,ivan-turgenev,25.0,10.0,6.0,45.0,1.0
asya. Text/chapter4.xhtml,128.0,1924.0,1070.0,798.0,248.0,1574.0,533.0,1289.0,12175.0,9645.0,1981.0,4119.0,527.0,6.403534953222454,58.62914630977133,4.557606581340956,12.356365222924275,4.557606581340956,56.507341476091476,1644.0,440.0,337.0,136.0,180.0,997.0,50.0,7.0,130.0,0.5561330561330561,24.393900263434094,17.249092295862557,0.922410055169027,0.9320799463111715,0.023625182725044807,42.32771494884188,0.8884906666666698,0.8947368421052629,297.9277678671087,297.5235974551764,0.9159721048707489,187.06906663970068,1722.5977560984902,ivan-turgenev,121.0,29.0,19.0,275.0,16.0
asya. Text/chapter5.xhtml,46.0,623.0,384.0,248.0,83.0,499.0,187.0,395.0,3809.0,2983.0,639.0,1303.0,171.0,5.314201619094142,63.529762370018844,2.732589311884986,11.925969525639289,2.732589311884986,53.35086188847791,519.0,127.0,100.0,49.0,51.0,308.0,13.0,3.0,47.0,0.6163723916532905,15.384635140128076,10.87857983366541,0.924795948745287,0.9239213314375674,0.026911566626531075,37.15874344580663,0.8657839721254331,0.8633333333333334,213.90401299071,186.28865669074645,0.8894833968666903,134.08512110726645,1578.063838113413,ivan-turgenev,47.0,10.0,1.0,95.0,6.0
asya. Text/chapter6.xhtml,19.0,444.0,322.0,197.0,75.0,333.0,120.0,288.0,2867.0,2323.0,441.0,976.0,88.0,10.907373162636322,44.34434091986725,8.26704931247037,17.615591364938446,8.26704931247037,67.73779042200094,398.0,72.0,91.0,49.0,92.0,204.0,6.0,2.0,17.0,0.7252252252252253,15.281443731615235,10.805612488945792,0.947296216681205,0.9443867916273317,0.019907880315673847,50.231364873772186,0.9022784810126561,0.9125,452.4432786885247,1.0,0.9131462098961021,176.5637342908438,2185.78799071002,ivan-turgenev,27.0,2.0,1.0,52.0,5.0
asya. Text/chapter7.xhtml,121.0,1826.0,915.0,670.0,206.0,1515.0,557.0,1164.0,10933.0,8628.0,1863.0,3714.0,428.0,5.652409638554218,64.97618291347207,2.7720142387732736,11.58585714197259,2.7720142387732736,51.78313253012048,1525.0,413.0,351.0,123.0,156.0,969.0,38.0,2.0,169.0,0.5010952902519168,21.41266425694159,15.141040099354202,0.9079933748298429,0.9183562666769148,0.028209904448354292,35.448542614909066,0.8667079347214369,0.8644444444444443,197.25796876764588,184.79653636311627,0.899534792229153,156.71792701279156,1455.743028037281,ivan-turgenev,114.0,18.0,11.0,240.0,8.0
asya. Text/chapter8.xhtml,104.0,976.0,540.0,372.0,127.0,800.0,329.0,598.0,6026.0,4623.0,1049.0,1995.0,334.0,2.930080390920555,71.78715163934429,1.2440034678436334,9.819990355085391,1.2440034678436334,47.49936948297604,779.0,199.0,127.0,62.0,174.0,440.0,34.0,2.0,59.0,0.5532786885245902,17.284978790940958,12.222325715740002,0.9140122519118388,0.9178959216133551,0.02876373691908163,34.76599729768103,0.856871628910463,0.8578947368421055,168.45653035307436,150.1282220340841,0.8997370052660715,159.39698492462313,1481.0118362752419,ivan-turgenev,100.0,38.0,8.0,140.0,6.0
asya. Text/chapter9.xhtml,15.0,221.0,164.0,81.0,26.0,185.0,70.0,141.0,1333.0,1057.0,220.0,448.0,51.0,5.427523378582205,65.84999245852188,3.0330619909502303,11.689919816447766,3.0330619909502303,51.38491704374057,194.0,32.0,41.0,35.0,23.0,116.0,11.0,,10.0,0.7420814479638009,11.031833821539523,7.800684504133702,0.9447411480188093,0.9332833828513348,0.023570650953532724,42.42564203981485,0.8573255813953492,0.865,239.92070175438602,1.0,0.9034614175982102,159.93421052631578,1537.9213315374325,ivan-turgenev,17.0,,,37.0,1.0
asya. Text/chapter10.xhtml,43.0,552.0,320.0,195.0,62.0,457.0,192.0,327.0,3241.0,2497.0,574.0,1093.0,160.0,4.1547615436467815,71.14427283451299,0.8782647455342101,10.6662359203382,0.8782647455342101,48.163296258847325,441.0,103.0,84.0,29.0,38.0,281.0,23.0,1.0,39.0,0.5797101449275363,13.620104492139978,9.630868246861535,0.9136417357582592,0.9104591456041453,0.03149532567779018,31.750743276332532,0.8205964214711714,0.82,121.60229523180826,112.41484638019246,0.8696467697344641,102.75405405405405,1349.877699805144,ivan-turgenev,63.0,9.0,6.0,73.0,4.0
