,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,femn,masc,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
veshnie-vody. Text/chapter9.xhtml,16.0,494.0,350.0,247.0,90.0,373.0,121.0,342.0,3397.0,2765.0,501.0,1130.0,125.0,15.237130566801621,29.221791497975687,12.65869660931174,21.01863729477908,12.65869660931174,80.875,462.0,79.0,169.0,48.0,22.0,291.0,8.0,1.0,32.0,0.708502024291498,15.747244473304663,11.13498335207611,0.9444416945699816,0.9423152265993875,0.020625069460814577,48.48468519826772,0.9065168539325831,0.9244444444444445,363.3008739076155,428.24038461538464,0.9146165554925922,178.28843338213764,1885.6088642465525,ivan-turgenev,,,4.0,55.0,3.0
veshnie-vody. Text/chapter10.xhtml,19.0,359.0,244.0,142.0,46.0,284.0,108.0,222.0,2220.0,1730.0,361.0,728.0,109.0,7.471763671015982,60.39774739774228,4.42654750036651,13.806598416759867,4.42654750036651,58.449054390851785,296.0,30.0,104.0,28.0,28.0,178.0,20.0,1.0,47.0,0.6796657381615598,12.877827460849932,9.105999124517327,0.9343646093658485,0.9276310358744082,0.025688048702337256,38.92860884793534,0.8642580645161296,0.8742857142857143,177.3604003482452,177.80404812082895,0.9129291438972735,192.97597597597598,1298.8396780273124,ivan-turgenev,9.0,7.0,3.0,31.0,1.0
veshnie-vody. Text/chapter11.xhtml,44.0,918.0,583.0,425.0,172.0,687.0,236.0,623.0,6044.0,4785.0,938.0,2065.0,243.0,10.054205783323429,44.52000693206577,7.4419885620915025,17.530217389952565,7.4419885620915025,67.15993265993266,839.0,231.0,180.0,61.0,91.0,457.0,17.0,3.0,66.0,0.6350762527233116,19.241867251846706,13.606054816472163,0.9334510307640476,0.9365954725417994,0.022461188931222995,44.52124075275078,0.8907249712313016,0.89,320.30920859076195,306.9524807123887,0.9162135251227238,167.69043824701194,1693.4679246473763,ivan-turgenev,6.0,7.0,6.0,123.0,10.0
veshnie-vody. Text/chapter12.xhtml,33.0,496.0,352.0,251.0,88.0,379.0,113.0,354.0,3404.0,2732.0,502.0,1141.0,137.0,7.56779203323558,49.04137218963831,7.65648387096774,14.487543650727664,7.65648387096774,65.63514173998044,459.0,114.0,136.0,27.0,53.0,260.0,19.0,2.0,32.0,0.7096774193548387,15.805266578356193,11.176011176016765,0.9447449358268312,0.9426768654428481,0.020499142938013488,48.78252729998804,0.9087695749440688,0.9088888888888889,275.20865716753025,350.0667613636364,0.9410566813197416,282.85714285714283,1395.3081619478667,ivan-turgenev,4.0,1.0,1.0,65.0,
veshnie-vody. Text/chapter13.xhtml,21.0,331.0,235.0,152.0,53.0,260.0,88.0,225.0,2119.0,1704.0,330.0,730.0,76.0,7.233031218529707,53.7976960149619,5.6079212343547695,14.095500889540938,5.6079212343547695,61.68335491296216,278.0,77.0,84.0,21.0,22.0,188.0,20.0,,50.0,0.7099697885196374,12.91676818333885,9.133534373453543,0.9409641722088022,0.9341583743942472,0.023428514937139912,42.683029747427824,0.8727659574468095,0.8833333333333333,223.33855650522315,224.3176839589764,0.9096749222582714,174.4888178913738,1558.3146803612997,ivan-turgenev,3.0,,,38.0,1.0
veshnie-vody. Text/chapter14.xhtml,22.0,431.0,298.0,190.0,72.0,339.0,132.0,279.0,2879.0,2310.0,441.0,967.0,109.0,9.387967728327357,46.52528685931239,8.006526102088166,16.044248966425403,8.006526102088166,63.674435773043655,406.0,55.0,136.0,26.0,46.0,203.0,12.0,3.0,25.0,0.691415313225058,14.354154915600823,10.149920279023558,0.9391678159839661,0.9352099887557023,0.023090798582719396,43.30729387368942,0.8724607329842915,0.875,247.8393838525684,304.8987094044219,0.9072948549725143,139.34586466165413,1602.1922989957097,ivan-turgenev,,,1.0,56.0,4.0
veshnie-vody. Text/chapter15.xhtml,28.0,505.0,375.0,251.0,90.0,378.0,115.0,353.0,3458.0,2791.0,514.0,1154.0,145.0,8.929084158415836,46.05114568599714,8.616364391796324,15.900799889685604,8.616364391796324,67.73868458274399,472.0,93.0,113.0,40.0,76.0,235.0,14.0,3.0,26.0,0.7425742574257426,16.68728098087443,11.79968954114161,0.9521841739158358,0.9507307410247797,0.01768800302890077,56.53549461553577,0.9108771929824538,0.914,549.2846153846154,1.0,0.9292293101488375,216.79727427597956,2252.7428150988844,ivan-turgenev,4.0,3.0,5.0,58.0,7.0
veshnie-vody. Text/chapter16.xhtml,30.0,634.0,444.0,295.0,98.0,492.0,165.0,425.0,4244.0,3374.0,646.0,1402.0,160.0,9.908235541535223,46.459143007360694,8.202158675078863,16.029432614040672,8.202158675078863,67.663301787592,588.0,110.0,180.0,39.0,76.0,300.0,13.0,2.0,42.0,0.7003154574132492,17.633492651527735,12.468762229898415,0.9447889508401797,0.9448800258131991,0.019703529787469257,50.75232766851574,0.9116923076923081,0.9199999999999999,398.76938498833863,479.0327380952381,0.92130468030602,185.45378927911275,2108.690899151677,ivan-turgenev,2.0,2.0,3.0,87.0,6.0
veshnie-vody. Text/chapter17.xhtml,66.0,1331.0,783.0,595.0,217.0,1020.0,355.0,882.0,8853.0,7040.0,1348.0,2911.0,343.0,9.257331580265461,49.17498246932132,7.727493801652898,16.081229938259053,7.727493801652898,64.86989732031054,1206.0,192.0,385.0,112.0,124.0,667.0,22.0,7.0,108.0,0.5882794891059354,21.4621257094899,15.176014627858452,0.92624738752871,0.9327459111625089,0.023607045168904186,42.360235804404105,0.9022152886115463,0.8999999999999999,310.301210017176,331.5770090577613,0.9246934973195104,205.2202643171806,1528.8946358979194,ivan-turgenev,11.0,6.0,4.0,181.0,7.0
veshnie-vody. Text/chapter18.xhtml,82.0,972.0,573.0,421.0,157.0,726.0,304.0,579.0,6247.0,4732.0,1021.0,2001.0,336.0,4.246379102679914,67.70086118638964,2.760589079594503,12.28353148861468,2.760589079594503,55.16641573823146,839.0,79.0,300.0,62.0,86.0,477.0,37.0,2.0,72.0,0.5895061728395061,18.378983569203086,12.99590391309964,0.9231802943811904,0.9269700584451915,0.025712278014661465,38.89192546182751,0.8898374864572048,0.8989473684210527,228.22457557057288,212.43481036025605,0.9198407862866859,206.9763157894737,1501.69541210768,ivan-turgenev,39.0,22.0,16.0,120.0,3.0
veshnie-vody. Text/chapter19.xhtml,58.0,828.0,571.0,362.0,137.0,588.0,223.0,502.0,5420.0,4089.0,838.0,1712.0,225.0,5.498892220556389,64.01164501082792,3.8787996001999048,13.637990387052117,3.8787996001999048,57.99566883225054,752.0,94.0,284.0,38.0,86.0,404.0,19.0,3.0,46.0,0.6896135265700483,19.84362173776495,14.031559494074378,0.9446906954651958,0.9468696970446928,0.018954328143053038,52.75839863342826,0.9077535301668804,0.9149999999999999,465.5664428130153,401.6878667024581,0.9334896425115066,233.7051194539249,1915.1670371312264,ivan-turgenev,22.0,8.0,10.0,91.0,8.0
veshnie-vody. Text/chapter20.xhtml,53.0,764.0,441.0,298.0,99.0,599.0,227.0,471.0,4653.0,3644.0,779.0,1558.0,193.0,5.3600454410747815,65.53542971451151,2.8613397214264538,12.133384818801614,2.8613397214264538,53.42032994171688,641.0,150.0,155.0,47.0,50.0,371.0,25.0,,89.0,0.5772251308900523,15.954820046697897,11.281761447631151,0.9172226704355658,0.9183983707312596,0.02871129001709744,34.829504331031615,0.8594405594405568,0.852,195.35021680087675,165.6167453480042,0.8957423700629115,152.6,1428.5889563279543,ivan-turgenev,19.0,15.0,7.0,98.0,2.0
veshnie-vody. Text/chapter21.xhtml,29.0,411.0,286.0,180.0,49.0,331.0,106.0,274.0,2618.0,2046.0,417.0,862.0,114.0,5.664945045725311,62.361713650474016,4.0982817769947175,11.542327275486745,4.0982817769947175,57.96803423105965,373.0,81.0,104.0,45.0,41.0,217.0,4.0,2.0,33.0,0.6958637469586375,14.107339636875915,9.975395521736727,0.939753129883736,0.9353281626523898,0.023049164494973944,43.385520556203154,0.897513812154695,0.8925000000000001,245.26914524186668,325.71011904761906,0.906661728076361,162.34104046242774,1738.5087466431537,ivan-turgenev,2.0,3.0,,70.0,1.0
veshnie-vody. Text/chapter22.xhtml,79.0,832.0,515.0,336.0,106.0,650.0,255.0,501.0,5233.0,3943.0,871.0,1673.0,271.0,3.2494726752677714,72.29374056718599,1.5814102361246398,10.291140660361837,1.5814102361246398,50.91626095423564,727.0,93.0,254.0,52.0,92.0,403.0,17.0,1.0,55.0,0.6189903846153846,17.854412565999564,12.624976199520598,0.9286618837725098,0.9309361904850915,0.0244298299271172,40.93356372039235,0.8780842911877406,0.8762500000000002,230.99023709902372,230.27204966752203,0.9170083196986317,194.75830985915493,1634.6342533040465,ivan-turgenev,28.0,22.0,11.0,104.0,4.0
veshnie-vody. Text/chapter23.xhtml,118.0,1600.0,937.0,723.0,284.0,1197.0,463.0,1018.0,10702.0,8396.0,1665.0,3506.0,494.0,6.050192796610169,57.5137563559322,5.612739830508474,13.765988443530086,5.612739830508474,58.746822033898304,1447.0,202.0,490.0,127.0,170.0,784.0,38.0,11.0,102.0,0.585625,23.425,16.563976349294876,0.9274745037557787,0.9353421925827083,0.02263507503988795,44.17922177142251,0.9024113475177398,0.9062500000000001,350.33531828689524,337.50859904319407,0.9246783485009303,212.13930348258705,1640.5794665292906,ivan-turgenev,30.0,21.0,11.0,235.0,15.0
veshnie-vody. Text/chapter24.xhtml,115.0,1025.0,531.0,388.0,122.0,824.0,319.0,627.0,6269.0,4814.0,1056.0,2055.0,327.0,2.413001060445385,74.75487274655356,0.8607330858960758,9.156257762373226,0.8607330858960758,46.76670201484623,845.0,220.0,182.0,57.0,125.0,489.0,32.0,3.0,84.0,0.5180487804878049,16.585653512569966,11.727828069148702,0.9051293452735373,0.9095634342809922,0.031510911982662856,31.735038343231537,0.8462909836065597,0.851,173.2637010919796,139.5170042101393,0.8966308273657209,157.50300120048018,1211.1321003962357,ivan-turgenev,48.0,48.0,21.0,98.0,3.0
veshnie-vody. Text/chapter25.xhtml,139.0,1293.0,677.0,551.0,186.0,1018.0,352.0,852.0,8184.0,6354.0,1355.0,2741.0,403.0,3.4431542283574537,67.33763121289512,2.331854003572083,10.27722984076467,2.331854003572083,51.91623406611138,1072.0,310.0,181.0,113.0,166.0,629.0,46.0,2.0,107.0,0.5235885537509667,18.827359105551807,13.312953295369972,0.9096895521873113,0.9166162997360129,0.02902381110241723,34.454469003786876,0.860514469453375,0.8608,188.60881967222917,174.53623763137298,0.9044458806321857,169.9446592065107,1324.8755983295766,ivan-turgenev,56.0,58.0,20.0,154.0,4.0
veshnie-vody. Text/chapter26.xhtml,81.0,1079.0,577.0,364.0,104.0,910.0,367.0,647.0,6333.0,4882.0,1120.0,2077.0,304.0,3.9892765363448106,73.82939352853009,1.0202812446366636,10.068047911175976,1.0202812446366636,47.05592741335713,875.0,121.0,298.0,57.0,93.0,540.0,46.0,4.0,111.0,0.5347544022242817,17.56568501605931,12.420814991042468,0.9103713453778103,0.915369380492376,0.029550946558361692,33.83986357340697,0.8475728155339814,0.8352380952380952,145.17544474912785,172.31806191152347,0.8953680678838807,144.20555417803124,1223.8135479594682,ivan-turgenev,53.0,40.0,20.0,128.0,6.0
veshnie-vody. Text/chapter27.xhtml,47.0,908.0,587.0,390.0,124.0,723.0,245.0,602.0,5742.0,4587.0,914.0,1948.0,222.0,8.537616458899617,52.78310197769238,6.003052113600148,14.410542868894677,6.003052113600148,62.270690786390475,808.0,106.0,265.0,78.0,102.0,452.0,43.0,7.0,95.0,0.6464757709251101,19.480279195459175,13.774637518516407,0.9359559671440278,0.9389725582943244,0.02165049837481606,46.18831320590771,0.8760419091967377,0.8766666666666665,304.98947478621636,274.45757068169127,0.9137915233180719,163.85913251094308,1887.3873837846486,ivan-turgenev,5.0,,6.0,99.0,6.0
veshnie-vody. Text/chapter28.xhtml,89.0,989.0,567.0,407.0,118.0,810.0,299.0,629.0,6183.0,4767.0,1045.0,2001.0,320.0,3.624823621635745,70.79125816566501,2.2503434464502803,10.23016798607563,2.2503434464502803,52.265039024778176,841.0,194.0,216.0,72.0,117.0,496.0,18.0,4.0,80.0,0.5733063700707786,18.029551071231126,12.74881782421671,0.919333088992497,0.9233308786849073,0.02693209497948719,37.13042007172666,0.8609574468085122,0.8663157894736843,200.52117894820674,175.58595202266088,0.9103069584189156,185.20318423047763,1476.7619976831306,ivan-turgenev,39.0,29.0,9.0,159.0,6.0
veshnie-vody. Text/chapter29.xhtml,63.0,1181.0,629.0,456.0,154.0,955.0,361.0,748.0,7254.0,5678.0,1212.0,2440.0,304.0,7.677689340483582,58.295810719997874,4.315027357767832,13.872895660622072,4.315027357767832,57.35737806271253,993.0,228.0,229.0,90.0,83.0,592.0,45.0,3.0,123.0,0.5325994919559696,18.303144004249788,12.942277242438921,0.9109449877821546,0.9168995670279088,0.028986903795495997,34.49833783749545,0.8471378091872784,0.8417391304347825,133.774150395709,164.96229102609664,0.9028956064651382,162.72536198038298,1390.2483349632378,ivan-turgenev,38.0,27.0,5.0,153.0,9.0
veshnie-vody. Text/chapter30.xhtml,29.0,715.0,409.0,284.0,102.0,572.0,210.0,464.0,4426.0,3525.0,731.0,1521.0,159.0,11.020125391849529,46.93418495297807,6.738013624306731,16.630973724578798,6.738013624306731,64.37545213407282,645.0,162.0,128.0,62.0,66.0,341.0,8.0,2.0,69.0,0.5720279720279721,15.295732756538358,10.815716355365478,0.9150116594923129,0.9153165170947654,0.02977548281895484,33.58467790699964,0.8472072072072018,0.8528571428571429,149.85430685582668,156.43903435840227,0.8920683005117851,136.5,1255.2808291361741,ivan-turgenev,1.0,,5.0,90.0,2.0
veshnie-vody. Text/chapter31.xhtml,79.0,1297.0,708.0,546.0,193.0,1027.0,371.0,849.0,8326.0,6591.0,1355.0,2781.0,359.0,7.10718932687897,56.626811678361946,5.376782297024285,13.868918421103512,5.376782297024285,58.51486878190176,1145.0,278.0,246.0,117.0,98.0,654.0,30.0,4.0,111.0,0.5458750963762529,19.659083606170128,13.901071329836183,0.9155439165502206,0.9222970563292123,0.027130649514167892,36.85868263042469,0.8898076923077005,0.8848000000000001,265.21498050148193,270.4493205839723,0.9141076601903597,185.04095112285336,1319.7374269865443,ivan-turgenev,28.0,13.0,22.0,142.0,3.0
veshnie-vody. Text/chapter32.xhtml,166.0,1336.0,728.0,556.0,170.0,1092.0,380.0,882.0,8551.0,6601.0,1429.0,2825.0,497.0,2.789617451843302,69.28963981675204,2.1473534016304754,8.99703962617184,2.1473534016304754,49.6649592381502,1152.0,186.0,341.0,78.0,120.0,688.0,73.0,2.0,81.0,0.5449101796407185,19.917193847990813,14.08358283212129,0.9156457437920105,0.922675856964608,0.026986397698530885,37.055705291649176,0.8781196581196576,0.8846153846153848,238.28456382936534,252.856506919566,0.9173322076297664,194.2452624700501,1362.6270069015425,ivan-turgenev,63.0,40.0,23.0,128.0,4.0
veshnie-vody. Text/chapter33.xhtml,63.0,735.0,455.0,300.0,93.0,595.0,201.0,487.0,4647.0,3634.0,778.0,1547.0,220.0,4.491428571428571,65.17214285714287,3.183302721088438,10.791876221680493,3.183302721088438,52.48299319727891,615.0,153.0,136.0,46.0,86.0,362.0,25.0,,59.0,0.6190476190476191,16.782927833565473,11.8673220792786,0.92733598631684,0.928358903433175,0.025351266320136907,39.445761303279916,0.8922740524781315,0.8971428571428571,259.87775856497854,200.55688287815127,0.9190187438034525,193.643216080402,1402.3233755734498,ivan-turgenev,37.0,24.0,26.0,84.0,7.0
veshnie-vody. Text/chapter34.xhtml,93.0,825.0,517.0,347.0,109.0,664.0,231.0,542.0,5281.0,4137.0,865.0,1763.0,259.0,3.3566529814271746,66.87086314760509,2.839360997067452,9.621515761805682,2.839360997067452,50.93157380254155,734.0,108.0,229.0,52.0,69.0,425.0,26.0,2.0,42.0,0.6266666666666667,17.999629625819157,12.727660167263004,0.9304074711836623,0.9326095178669186,0.023862035898403078,41.907572524728415,0.8835824742268006,0.885,283.3922379019132,248.6872175443604,0.9228982365438365,217.32736572890025,1694.164821798103,ivan-turgenev,23.0,26.0,6.0,87.0,6.0
veshnie-vody. Text/chapter35.xhtml,52.0,987.0,613.0,438.0,158.0,777.0,270.0,665.0,6448.0,5167.0,1009.0,2205.0,260.0,9.019087561374793,47.8940425531915,7.055554604083859,15.461177262473644,7.055554604083859,63.357668926817865,878.0,201.0,222.0,66.0,109.0,482.0,29.0,1.0,73.0,0.6210739614994935,19.51200498152841,13.797071036984434,0.9309169110670876,0.9347276423726568,0.023071400059048574,43.34370681625805,0.889680170575691,0.8894736842105264,336.8124731179182,328.44319926546916,0.9225936999350343,204.36413271734565,1731.6192590438552,ivan-turgenev,20.0,16.0,15.0,116.0,4.0
veshnie-vody. Text/chapter36.xhtml,135.0,1241.0,643.0,496.0,191.0,994.0,401.0,784.0,7935.0,6151.0,1337.0,2661.0,425.0,3.5673115468409584,66.01589473841287,2.566128990957118,10.5661977356274,2.566128990957118,49.16036052168204,1025.0,238.0,206.0,86.0,196.0,545.0,60.0,2.0,87.0,0.5181305398871877,18.252614529087655,12.906547507901982,0.907698166269985,0.9142516872437367,0.029834726104231515,33.517988283397315,0.8657718120805379,0.8650000000000001,184.99105375036817,171.5296346402842,0.9123391439612757,191.5886454183267,1326.1968370024556,ivan-turgenev,62.0,67.0,16.0,105.0,4.0
veshnie-vody. Text/chapter37.xhtml,141.0,1384.0,763.0,541.0,174.0,1104.0,443.0,835.0,8587.0,6539.0,1447.0,2790.0,456.0,2.9356858524986684,72.91936949124751,1.2899673471897657,9.871413860171355,1.2899673471897657,48.90519821260198,1164.0,226.0,254.0,73.0,158.0,642.0,67.0,7.0,79.0,0.5513005780346821,20.509567061263443,14.502453948219634,0.9176694212711052,0.9249351557145321,0.02621044627382899,38.15272695293614,0.867250936329591,0.862962962962963,204.7872315880025,188.62389380877926,0.922067170616584,212.5329780146569,1536.3377158731566,ivan-turgenev,74.0,67.0,17.0,121.0,3.0
veshnie-vody. Text/chapter38.xhtml,48.0,513.0,347.0,207.0,88.0,379.0,160.0,307.0,3234.0,2471.0,528.0,1077.0,158.0,3.9726059941520475,66.76639619883039,2.1107872197855713,12.020978795960394,2.1107872197855713,51.03837719298246,442.0,86.0,86.0,40.0,70.0,219.0,22.0,2.0,28.0,0.6764132553606238,15.320424263385673,10.833175887294928,0.9373503551887918,0.9351066420123678,0.023116948962327806,43.2583037506219,0.9010775862068946,0.9040000000000001,287.2611806759671,302.88076641444957,0.9213531826727114,215.29180327868852,1774.3598597996227,ivan-turgenev,23.0,20.0,10.0,50.0,2.0
veshnie-vody. Text/chapter39.xhtml,99.0,1232.0,696.0,483.0,163.0,977.0,342.0,798.0,7663.0,6012.0,1271.0,2562.0,335.0,4.688459595959596,65.67654040404041,2.9986536796536782,11.394494504188168,2.9986536796536782,51.648989898989896,1077.0,219.0,301.0,84.0,117.0,622.0,44.0,2.0,115.0,0.564935064935065,19.829140303977002,14.021319574041616,0.9197564845065521,0.9258696790504818,0.02596364378412136,38.51539515464975,0.8763820794590058,0.8808333333333335,229.85405363141194,249.05165639202437,0.9195195579082798,206.56387905202942,1629.5947368549776,ivan-turgenev,20.0,20.0,10.0,129.0,3.0
veshnie-vody. Text/chapter40.xhtml,157.0,1986.0,1014.0,774.0,286.0,1547.0,604.0,1229.0,12400.0,9553.0,2029.0,4111.0,608.0,4.719270434442368,65.98401924939546,2.619907370703203,11.98279375833593,2.619907370703203,51.622491196336135,1691.0,380.0,323.0,129.0,204.0,945.0,95.0,4.0,115.0,0.5105740181268882,22.75350641946565,16.089158684975803,0.9114787366600121,0.9223277954790539,0.02684106138531853,37.25635084412042,0.8663810015487842,0.8666666666666669,187.3634525099314,211.72409877224857,0.913891810498667,186.56933270231897,1423.042958969189,ivan-turgenev,121.0,59.0,21.0,183.0,13.0
veshnie-vody. Text/chapter41.xhtml,79.0,912.0,528.0,348.0,132.0,709.0,268.0,573.0,5641.0,4379.0,935.0,1889.0,264.0,4.18699394847879,67.34396208083498,2.2557868643126824,11.478319255807401,2.2557868643126824,49.702198534310455,762.0,173.0,155.0,71.0,95.0,440.0,31.0,2.0,86.0,0.5789473684210527,17.483827113258577,12.36293271287836,0.9198103615854115,0.9229739035799585,0.027091141300730644,36.91243528278486,0.867856315179606,0.8733333333333333,190.98611562915988,178.90521321394908,0.9119675824821079,185.12299465240642,1395.42613806911,ivan-turgenev,37.0,27.0,21.0,105.0,4.0
veshnie-vody. Text/chapter42.xhtml,71.0,849.0,511.0,354.0,121.0,691.0,247.0,565.0,5392.0,4254.0,882.0,1828.0,248.0,4.987081404801007,61.88733829360143,3.680508311352213,11.591771045781469,3.680508311352213,53.653859553078185,738.0,201.0,173.0,51.0,69.0,443.0,32.0,1.0,75.0,0.6018845700824499,17.537474599044526,12.400867213871212,0.9247204714427598,0.9271713865855238,0.02570225371321622,38.90709395206831,0.8810999999999991,0.8850000000000001,230.44338748147982,261.5490972671398,0.9140701078575164,181.8060606060606,1453.0794463249122,ivan-turgenev,23.0,13.0,7.0,103.0,5.0
veshnie-vody. Text/chapter43.xhtml,174.0,1379.0,753.0,543.0,165.0,1118.0,374.0,909.0,8719.0,6748.0,1464.0,2854.0,480.0,2.40158514832504,72.14822505897162,1.8157334587782188,8.659467523284048,1.8157334587782188,47.30164703725005,1195.0,332.0,255.0,60.0,175.0,657.0,59.0,5.0,104.0,0.546047860768673,20.27742683771318,14.33830602196108,0.9163038983447166,0.9236007138185602,0.026658508811870756,37.51147549388473,0.8657744360902245,0.8644444444444446,224.0289272831826,216.27835656639763,0.9136678910024449,182.29681504221028,1374.4720304827995,ivan-turgenev,43.0,37.0,15.0,174.0,11.0
veshnie-vody. Text/chapter44.xhtml,30.0,753.0,475.0,322.0,128.0,569.0,225.0,472.0,4849.0,3805.0,769.0,1646.0,185.0,11.666237715803451,42.83102921646747,7.633086520584328,18.312208701760767,7.633086520584328,67.86228419654714,663.0,100.0,201.0,79.0,69.0,383.0,36.0,4.0,89.0,0.6308100929614874,17.309962280626337,12.239991710714238,0.93044295188526,0.9317724089509379,0.024178660172231633,41.35878468354777,0.8493750000000005,0.852,210.24727020860496,197.57301236749117,0.9017894555468677,146.77449455676518,1774.64625155238,ivan-turgenev,1.0,,2.0,69.0,11.0
veshnie-vody. Text/chapter45.xhtml,68.0,1242.0,725.0,532.0,192.0,978.0,354.0,816.0,7948.0,6297.0,1280.0,2698.0,319.0,8.21751586624988,52.53548782798143,5.821752415458938,14.906109854198037,5.821752415458938,61.09884436866534,1100.0,217.0,324.0,145.0,91.0,681.0,24.0,3.0,128.0,0.5837359098228664,20.57203282666976,14.546623914530446,0.924442662633607,0.9304435873321628,0.02441964060752009,40.950643626264,0.8892707460184465,0.8883333333333336,290.1329568788501,248.82241114465808,0.9219630809105528,206.8888590604027,1536.46449108521,ivan-turgenev,10.0,4.0,11.0,143.0,6.0
veshnie-vody. Text/annotation.xhtml,6.0,167.0,136.0,93.0,46.0,97.0,27.0,116.0,1216.0,966.0,156.0,415.0,53.0,15.189051896207584,21.301367265469054,12.977788922155689,24.53004629625252,12.977788922155689,83.52195608782435,152.0,46.0,39.0,14.0,12.0,100.0,12.0,1.0,15.0,0.8143712574850299,10.52399596246426,7.441588910238325,0.9598790201382169,0.9487335909882924,0.01805042630609057,55.40035360065597,0.9257627118644068,0.8866666666666667,180.7690203106332,12.666666666666668,0.9252056630096421,210.0151515151515,1679.3857782003968,ivan-turgenev,,,,4.0,2.0
otcy-i-deti. Text/chapter1.xhtml,46.0,940.0,613.0,438.0,166.0,678.0,216.0,628.0,6201.0,5007.0,917.0,2096.0,205.0,9.700490286771508,46.259569842738216,8.03644588344126,16.845157169488655,8.03644588344126,67.03052728954671,879.0,144.0,307.0,66.0,109.0,478.0,18.0,2.0,58.0,0.652127659574468,19.993855439088005,14.137790763042663,0.9375514985484099,0.9408198146954485,0.02100431078871395,47.609274594114304,0.8875420875420842,0.8866666666666668,324.38431134083305,387.05054814092534,0.9076357202179614,152.02549087151223,1959.706854039371,ivan-turgenev,3.0,,1.0,123.0,12.0
otcy-i-deti. Text/chapter2.xhtml,33.0,491.0,316.0,254.0,84.0,343.0,106.0,321.0,3227.0,2567.0,450.0,1080.0,128.0,6.757632537184474,55.29705640930692,5.861442973523417,14.155601724137828,5.861442973523417,66.60994877491822,450.0,45.0,168.0,21.0,52.0,241.0,10.0,3.0,17.0,0.6435845213849287,14.260880364046164,10.083965211107124,0.9288782557998363,0.9254728950088288,0.026428684678759574,37.837675698014905,0.8676470588235278,0.88,179.43425501663,194.74279601106093,0.8816219018299454,101.00335852225021,1546.148639110651,ivan-turgenev,12.0,12.0,6.0,58.0,5.0
otcy-i-deti. Text/chapter3.xhtml,132.0,1517.0,814.0,688.0,193.0,1130.0,364.0,959.0,9424.0,7397.0,1388.0,3090.0,379.0,3.910767114120773,69.47625916382015,2.7078306690837195,10.740564375497987,2.7078306690837195,56.84509398533789,1355.0,148.0,379.0,81.0,174.0,653.0,54.0,8.0,89.0,0.5365853658536586,20.899293954698038,14.778032477378003,0.9150071042350771,0.9232421930198244,0.026719044650275404,37.42648785122984,0.8486103542234357,0.8500000000000001,154.27237397730272,185.6532894192718,0.8868407148126682,110.24793863854266,1737.8001763492607,ivan-turgenev,33.0,40.0,18.0,153.0,16.0
otcy-i-deti. Text/chapter4.xhtml,88.0,1175.0,725.0,553.0,182.0,873.0,293.0,762.0,7550.0,5984.0,1108.0,2531.0,308.0,5.677124274661509,60.01908800773697,4.586027393617016,12.764617571913046,4.586027393617016,60.41610251450677,1077.0,141.0,355.0,79.0,143.0,555.0,32.0,2.0,65.0,0.6170212765957447,21.15042376719471,14.955608070752504,0.9316946991704471,0.936925442392042,0.022249009229657148,44.94582161739747,0.865648312611011,0.8634782608695651,303.66049077244406,248.6382922438395,0.9062752122989194,154.9943820224719,2005.2049128744345,ivan-turgenev,16.0,17.0,11.0,135.0,10.0
otcy-i-deti. Text/chapter5.xhtml,139.0,1811.0,910.0,741.0,213.0,1373.0,489.0,1097.0,10907.0,8525.0,1675.0,3576.0,430.0,4.208678300871174,71.22414983970857,2.0825454377525077,10.994384585568737,2.0825454377525077,53.94539762999098,1581.0,199.0,499.0,112.0,181.0,854.0,61.0,1.0,126.0,0.5024848150193263,21.383666235414054,15.12053540169109,0.9082613446127991,0.9185301363785606,0.028158671491104226,35.513039040777045,0.8355618615210023,0.8361111111111109,138.05543215064017,150.38819521290475,0.8820231242721337,113.83212946242534,1504.9267968455802,ivan-turgenev,57.0,47.0,24.0,185.0,4.0
otcy-i-deti. Text/chapter6.xhtml,88.0,874.0,481.0,343.0,107.0,667.0,264.0,510.0,5255.0,4069.0,802.0,1735.0,228.0,2.7680096733929673,74.61757229040983,0.8899711098398164,9.79898712687631,0.8899711098398164,49.176669440399415,740.0,63.0,214.0,59.0,131.0,350.0,39.0,,42.0,0.5503432494279176,16.27006770037631,11.504675201300303,0.9118254808113107,0.9144455910109219,0.02997592265338254,33.360107428992116,0.8469818181818176,0.851764705882353,163.7788856304985,159.04400524919242,0.8788506263316332,104.578125,1387.1245089187723,ivan-turgenev,42.0,50.0,15.0,63.0,2.0
