,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,masc,,femn,neut,sing,plur,past,pres,futr,pssv,actv,3per,1per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
1900 fedor-dostoevskii bratya-karamazovy,32.0,471.0,296.0,182.0,51.0,400.0,143.0,308.0,2951.0,2270.0,518.0,967.0,161.0,5.609660960721868,64.3106037685775,3.7995116772823785,11.211409521202958,3.2588853834925686,53.3599389596603,114.0,414.0,114.0,21.0,266.0,25.0,71.0,15.0,2.0,,1.0,32.0,11.0,14.0,0.6284501061571125,13.638960056489104,9.644201144275904,0.924531381130634,0.9201916742136335,0.028233456262198527,35.418972112843626,0.8710426540284354,0.8711111111111111,197.54234831227996,195.20750726936294,0.9149778114747036,198.36021505376345,1180.9166992688856,fedor-dostoevskii
1901 fedor-dostoevskii bratya-karamazovy,34.0,505.0,334.0,209.0,62.0,412.0,162.0,312.0,3115.0,2453.0,511.0,1037.0,143.0,5.678238206173557,64.11290914385556,4.0294059405940565,11.98892792506932,3.5337351485148503,56.23907979033197,149.0,457.0,69.0,32.0,247.0,41.0,70.0,20.0,3.0,8.0,2.0,45.0,3.0,,0.6613861386138614,14.862804926965492,10.509590151310128,0.9335828491296229,0.9308922695020596,0.02456899445171897,40.70170645221644,0.8746491228070158,0.882,265.7118661085008,241.8275261324042,0.8976222675120606,135.52715654952075,1530.3378310027676,fedor-dostoevskii
1902 fedor-dostoevskii bratya-karamazovy,42.0,494.0,293.0,200.0,57.0,401.0,144.0,314.0,3086.0,2410.0,510.0,1012.0,164.0,4.127989203778679,68.42468575284364,3.526275303643729,10.349632448365748,2.7988903990746152,52.24773472141894,155.0,449.0,77.0,36.0,274.0,19.0,76.0,13.0,3.0,1.0,2.0,35.0,5.0,5.0,0.5931174089068826,13.182693230509333,9.321571777595144,0.9157823592104666,0.9112178238058076,0.03126435692496037,31.985305259921557,0.8571235955056162,0.88,151.35685810832638,127.45879770347855,0.8999599628655677,159.17777777777778,1096.1972167147621,fedor-dostoevskii
1903 fedor-dostoevskii bratya-karamazovy,31.0,508.0,315.0,196.0,61.0,412.0,160.0,313.0,3119.0,2483.0,508.0,1037.0,124.0,6.341449072898147,62.84732537465074,4.417047244094491,12.45203677341074,4.15417907035814,54.96977393954788,162.0,453.0,72.0,41.0,293.0,17.0,69.0,23.0,5.0,4.0,5.0,39.0,13.0,3.0,0.6200787401574803,13.975865023303793,9.882428930925997,0.9232950434450629,0.9198264599442955,0.02834767922963618,35.27625637002928,0.8715032679738528,0.8800000000000001,162.99892056928735,173.86455685739674,0.9012956734683882,159.97267080745343,1253.4515726021098,fedor-dostoevskii
1904 fedor-dostoevskii bratya-karamazovy,33.0,484.0,313.0,204.0,57.0,394.0,144.0,307.0,2972.0,2331.0,500.0,977.0,137.0,5.332410468319559,66.45077134986226,3.7722727272727283,11.669552487079699,3.2228842975206575,56.815426997245176,184.0,442.0,56.0,21.0,252.0,26.0,82.0,9.0,,2.0,6.0,40.0,2.0,,0.6466942148760331,14.227272727272727,10.060201023244971,0.9294927645359727,0.9259674528966176,0.026261190484670238,38.07900485637702,0.8647356321839063,0.8577777777777778,211.8466011711798,228.09892378003832,0.8938138562792527,139.98323353293412,1424.3332172791543,fedor-dostoevskii
1905 fedor-dostoevskii bratya-karamazovy,27.0,494.0,284.0,175.0,59.0,409.0,169.0,299.0,2964.0,2340.0,509.0,994.0,115.0,7.063849152796518,62.11985530064479,3.809676113360325,13.119322292498001,3.74474269005848,53.7213975108712,139.0,450.0,86.0,34.0,244.0,32.0,73.0,6.0,3.0,3.0,,41.0,3.0,,0.5748987854251012,12.77776408691007,9.035243634256044,0.9107524209264524,0.9056597449539481,0.033131635375741784,30.182633264525688,0.8331235955056162,0.8400000000000001,118.03790764910133,122.84130927835052,0.8825791660137686,126.58108108108108,1108.7223963685738,fedor-dostoevskii
1906 fedor-dostoevskii bratya-karamazovy,29.0,499.0,300.0,165.0,56.0,408.0,152.0,312.0,2979.0,2329.0,513.0,977.0,129.0,6.134164881487113,66.7952929997927,3.306272545090181,12.335814640442463,3.0040495128187388,50.2730288162532,131.0,448.0,76.0,28.0,236.0,43.0,59.0,12.0,7.0,2.0,2.0,37.0,6.0,8.0,0.6012024048096193,13.429844431075358,9.496334067493777,0.9180982001348396,0.913907518620855,0.030355354991500976,32.943116635598045,0.841599999999999,0.8555555555555556,148.13615253938138,133.470448583613,0.8981572293662121,156.29056603773586,1190.3384760103188,fedor-dostoevskii
1907 fedor-dostoevskii bratya-karamazovy,33.0,496.0,287.0,180.0,52.0,408.0,171.0,289.0,3007.0,2292.0,535.0,945.0,169.0,4.683114613880743,72.79056573802544,2.756693548387098,11.148228086801366,2.103258064516126,51.32062561094819,123.0,442.0,37.0,34.0,195.0,62.0,55.0,15.0,9.0,3.0,1.0,28.0,12.0,14.0,0.5786290322580645,12.8866804204211,9.112259112263668,0.9118525709788592,0.9069391845231547,0.03270192106663403,30.579243279389672,0.8629530201342289,0.8622222222222223,150.37090371898745,138.82928829702794,0.9045940069563672,178.95043731778426,991.7990271188293,fedor-dostoevskii
1908 fedor-dostoevskii bratya-karamazovy,50.0,477.0,260.0,165.0,41.0,407.0,164.0,284.0,2849.0,2169.0,515.0,909.0,154.0,1.9959207547169804,79.90281132075471,1.0106708595387843,8.056005246063734,0.10125301886792215,44.13119496855346,123.0,415.0,34.0,26.0,193.0,62.0,52.0,22.0,15.0,,1.0,24.0,11.0,27.0,0.5450733752620545,11.904582208886382,8.41781080709629,0.9016079063964678,0.894875314398573,0.03673377579689874,27.222902582326572,0.8464018691588779,0.8488888888888889,136.35042735042737,121.68194880726526,0.8820245721392014,133.24647887323943,1024.1393802212203,fedor-dostoevskii
1909 fedor-dostoevskii bratya-karamazovy,60.0,458.0,264.0,158.0,39.0,382.0,167.0,254.0,2714.0,2024.0,509.0,832.0,169.0,0.41146870451237305,87.73437409024744,-0.60947598253275,7.177966049301863,-1.2345705240174674,42.131149927219795,108.0,397.0,46.0,15.0,170.0,72.0,41.0,26.0,5.0,,,22.0,16.0,23.0,0.5764192139737991,12.335909876822342,8.722805526007186,0.9100813050821617,0.9037232934999467,0.033793025487817444,29.59190500301623,0.8036185819070931,0.8066666666666668,81.12758094961521,104.7601363262428,0.8993267136779338,166.91068580542264,989.3922340746783,fedor-dostoevskii
1910 fedor-dostoevskii bratya-karamazovy,58.0,449.0,265.0,161.0,31.0,392.0,156.0,267.0,2712.0,2034.0,501.0,842.0,171.0,0.8928081560556009,84.06697527071654,0.06420935412027262,6.513619675564523,-0.5103248406420384,43.598840334843715,103.0,369.0,52.0,17.0,212.0,46.0,33.0,25.0,12.0,,,19.0,32.0,29.0,0.5902004454342984,12.50612322184973,8.843164536524498,0.913657919505363,0.9074242351297307,0.03255432165549693,30.717887799426652,0.8242000000000006,0.8274999999999999,116.77558580289455,109.99897222687278,0.8858116893690353,129.94315245478037,1098.1957505716887,fedor-dostoevskii
1911 fedor-dostoevskii bratya-karamazovy,26.0,494.0,329.0,195.0,59.0,400.0,143.0,316.0,3026.0,2386.0,509.0,1002.0,131.0,7.526882591093116,60.231761133603214,4.392672064777326,13.368284135266538,4.525046558704453,58.473684210526315,145.0,454.0,62.0,24.0,221.0,68.0,54.0,6.0,12.0,2.0,2.0,25.0,12.0,3.0,0.6659919028340081,14.802409804906384,10.466884350951544,0.9344658704015228,0.9315991367212884,0.024328423348425526,41.10418442158182,0.8600449438202241,0.8666666666666667,234.48300653370663,190.1540308691044,0.895420275744244,128.04521556256572,1452.8461740916066,fedor-dostoevskii
1912 fedor-dostoevskii bratya-karamazovy,47.0,458.0,291.0,172.0,55.0,383.0,158.0,280.0,2894.0,2220.0,505.0,924.0,164.0,2.912404534051845,72.91713323422837,2.73768558951965,9.614039474188184,2.036614419771439,47.29926600390226,121.0,411.0,39.0,39.0,213.0,40.0,37.0,17.0,12.0,3.0,1.0,20.0,17.0,10.0,0.6353711790393013,13.597537023315535,9.614910636621556,0.9259742776753499,0.9214134679010975,0.02782016713606387,35.94514709811642,0.8644009779951076,0.8577777777777779,168.43428366505287,196.88789282836422,0.9063656820725132,169.89123376623377,1248.8900872566546,fedor-dostoevskii
1913 fedor-dostoevskii bratya-karamazovy,63.0,444.0,253.0,146.0,34.0,392.0,169.0,257.0,2692.0,2012.0,499.0,841.0,171.0,0.6905855855855876,83.83503217503218,-0.37279279279279365,6.544984634071539,-0.695755469755472,39.93050193050193,118.0,394.0,57.0,17.0,230.0,24.0,45.0,18.0,5.0,1.0,,11.0,29.0,10.0,0.5698198198198198,12.006848646269113,8.490124098457407,0.9077343732674135,0.9005687057114982,0.03485163566213913,28.693057901048363,0.7993417721518976,0.7974999999999999,78.71096654275092,83.35468000134242,0.8845210019206554,136.02489626556016,999.6834200582069,fedor-dostoevskii
1914 fedor-dostoevskii bratya-karamazovy,57.0,476.0,290.0,189.0,53.0,396.0,168.0,281.0,2954.0,2280.0,501.0,932.0,167.0,1.7952071354857715,78.30406973315642,1.823361344537819,8.57529569379659,1.2872950022114154,48.056759545923626,136.0,411.0,44.0,20.0,227.0,44.0,48.0,8.0,22.0,2.0,,36.0,15.0,14.0,0.6092436974789915,13.292128206909064,9.398953991506383,0.9196263833260213,0.914929637414258,0.03001695846073216,33.31450124462772,0.8575175644028105,0.8755555555555555,170.1877859934049,154.99095624836258,0.9039640540604892,165.7624633431085,1063.7068716286892,fedor-dostoevskii
1915 fedor-dostoevskii bratya-karamazovy,35.0,503.0,325.0,176.0,51.0,418.0,177.0,292.0,2969.0,2317.0,516.0,968.0,133.0,4.500508946322068,72.49250071002558,2.5696023856858865,10.722348784191258,1.8270107639875022,49.36148821357569,128.0,463.0,65.0,35.0,236.0,26.0,66.0,9.0,9.0,,2.0,31.0,9.0,,0.6461232604373758,14.49103376720057,10.246708243190765,0.9297872105657463,0.9267486859167217,0.02598964372640068,38.47686449753771,0.8588105726872247,0.8620000000000001,182.1458893452026,175.30291320462692,0.9019689772046815,160.01647655259822,1540.3677107775027,fedor-dostoevskii
1916 fedor-dostoevskii bratya-karamazovy,28.0,493.0,285.0,175.0,49.0,418.0,182.0,285.0,2884.0,2257.0,499.0,956.0,123.0,6.19328093306288,67.40291509707333,2.8616835699797214,11.745747090288848,2.557667668791659,53.10410026079397,100.0,434.0,60.0,54.0,216.0,40.0,56.0,9.0,5.0,7.0,2.0,51.0,8.0,,0.5780933062880325,12.835754449664782,9.076249013003368,0.9116169368689548,0.9065864134028511,0.03282142126176542,30.467906676696163,0.8345045045045035,0.8244444444444444,106.36256895902565,136.25767841011742,0.8826730693348716,119.72161895360315,1112.2628579623345,fedor-dostoevskii
1917 fedor-dostoevskii bratya-karamazovy,37.0,464.0,264.0,156.0,25.0,420.0,166.0,279.0,2745.0,2061.0,508.0,856.0,167.0,3.022106244175209,79.65815936626282,1.30900862068966,7.317383632701997,0.28335438024230797,46.16123019571295,120.0,406.0,41.0,18.0,212.0,43.0,41.0,25.0,7.0,4.0,,22.0,16.0,20.0,0.5689655172413793,12.255892319685424,8.666224568741688,0.9081521086784179,0.9017679470203298,0.03444487979881139,29.031891121144444,0.8395180722891569,0.8377777777777777,126.06905453372056,119.72073038675131,0.9012490009694993,168.36363636363637,891.0895529955552,fedor-dostoevskii
1918 fedor-dostoevskii bratya-karamazovy,40.0,509.0,323.0,202.0,49.0,430.0,156.0,323.0,3161.0,2482.0,532.0,1021.0,140.0,4.288275540275048,69.73827603143421,3.738762278978392,9.835364070896903,3.054549140471515,52.41065815324165,133.0,453.0,52.0,38.0,254.0,58.0,53.0,15.0,8.0,3.0,4.0,14.0,24.0,18.0,0.6345776031434185,14.31672329184734,10.123452124036646,0.9270277598593463,0.9239038150180501,0.026959678107872594,37.09243100005658,0.8469999999999999,0.858,159.94833362339017,183.75197074445663,0.9145152437136412,184.43081312410843,1181.4457347226664,fedor-dostoevskii
1919 fedor-dostoevskii bratya-karamazovy,44.0,457.0,295.0,198.0,56.0,374.0,130.0,300.0,2929.0,2253.0,503.0,949.0,164.0,3.6583991446190574,68.5298826337776,3.4150765864332655,10.024166631854515,2.735038019693654,53.71240302367217,122.0,414.0,49.0,23.0,185.0,72.0,31.0,24.0,5.0,2.0,1.0,33.0,5.0,5.0,0.6455142231947484,13.799517956887145,9.757732724420432,0.9285337695651106,0.9242063408895023,0.026867850360478545,37.21920386570848,0.8764705882352929,0.88,212.82528121840244,165.09183823529412,0.9183161748136958,206.73809523809524,1245.5163159057238,fedor-dostoevskii
1920 fedor-dostoevskii bratya-karamazovy,33.0,483.0,308.0,193.0,45.0,410.0,157.0,298.0,2897.0,2259.0,502.0,950.0,130.0,4.939996235648412,69.59861754187841,3.002298136645969,10.374243313676795,2.3436366459627322,54.594955768868815,139.0,427.0,58.0,22.0,228.0,41.0,50.0,11.0,5.0,1.0,1.0,34.0,13.0,9.0,0.6376811594202898,14.014485259953334,9.909737562151918,0.9271981135498909,0.9234387720320114,0.02712493313149742,36.86645033011351,0.8599999999999992,0.8533333333333333,184.91147831106588,179.42391215232942,0.902106206900406,156.87735849056602,1401.1113835109586,fedor-dostoevskii
1921 fedor-dostoevskii bratya-karamazovy,48.0,498.0,281.0,186.0,49.0,408.0,166.0,291.0,2997.0,2282.0,530.0,952.0,168.0,2.4487700803212817,78.45754016064255,1.499317269076311,8.982774391718026,0.5555690261044184,47.72439759036145,115.0,420.0,72.0,19.0,229.0,50.0,49.0,16.0,12.0,,3.0,35.0,25.0,18.0,0.5642570281124498,12.591911090045006,8.903825719868916,0.9078598846176139,0.9025773217745455,0.03416102365552323,29.27312747076646,0.8206236080178155,0.8244444444444444,109.95476737309697,100.79815518703904,0.8841841403771898,134.80718954248366,1010.5619270873074,fedor-dostoevskii
1922 fedor-dostoevskii bratya-karamazovy,40.0,496.0,290.0,183.0,65.0,402.0,167.0,300.0,3090.0,2411.0,527.0,1005.0,148.0,4.277330645161289,68.93979838709677,3.5822983870967775,11.32030390007297,2.867353225806447,49.29516129032258,123.0,433.0,56.0,35.0,241.0,34.0,67.0,16.0,6.0,4.0,3.0,34.0,21.0,8.0,0.5846774193548387,13.021384396941182,9.20750920751381,0.9135280047999654,0.9087904877673161,0.03208034985147081,31.171729879191215,0.8481431767337805,0.8311111111111111,122.35073627844712,136.78382985030385,0.8928642134297246,153.06733167082294,1184.378312397208,fedor-dostoevskii
1923 fedor-dostoevskii bratya-karamazovy,25.0,505.0,306.0,205.0,64.0,418.0,167.0,315.0,3164.0,2521.0,521.0,1067.0,122.0,8.7319603960396,53.59143564356437,5.393762376237628,14.195846033376727,5.876515841584158,60.79405940594059,149.0,456.0,43.0,38.0,224.0,42.0,58.0,14.0,3.0,3.0,5.0,40.0,5.0,4.0,0.6059405940594059,13.616821280393536,9.628546665571555,0.9195166479654525,0.9156262887525025,0.029772355538883633,33.58820563236821,0.8524122807017538,0.8660000000000002,163.60546597275544,129.77507836990597,0.8922153496517705,145.77319587628867,1292.5111901629848,fedor-dostoevskii
1924 fedor-dostoevskii bratya-karamazovy,34.0,466.0,268.0,167.0,43.0,386.0,165.0,264.0,2810.0,2140.0,501.0,873.0,155.0,3.8016334259025477,76.42658040898763,2.3738626609442086,9.992685753859469,1.5521394849785395,49.54279222418581,121.0,401.0,68.0,11.0,213.0,45.0,51.0,22.0,6.0,,2.0,43.0,13.0,9.0,0.575107296137339,12.41486026360373,8.778631879877606,0.9099638769795222,0.9038686724556392,0.03374179216631569,29.63683716238097,0.8250839328537167,0.8400000000000002,117.7617534047742,105.59014790171952,0.8815798124362977,129.44444444444446,1036.416558946261,fedor-dostoevskii
1925 fedor-dostoevskii bratya-karamazovy,41.0,463.0,285.0,172.0,51.0,391.0,163.0,279.0,2889.0,2202.0,504.0,927.0,182.0,3.5591813728072488,71.82470657957118,2.728315334773221,9.910571892582121,1.8997789864615697,48.44171100458304,123.0,399.0,53.0,22.0,200.0,59.0,53.0,29.0,2.0,2.0,1.0,36.0,10.0,18.0,0.6155507559395248,13.245073251694933,9.365681113586042,0.9209417640208465,0.9159969151374698,0.02965891347723112,33.71667680165327,0.8363285024154583,0.8355555555555557,159.40799476915578,117.08233916578297,0.8952323392232275,151.27722772277227,1245.3943974428144,fedor-dostoevskii
1926 fedor-dostoevskii bratya-karamazovy,28.0,451.0,280.0,171.0,55.0,363.0,151.0,267.0,2843.0,2136.0,499.0,899.0,165.0,5.8539412416851455,66.09549255622427,3.5458314855875877,12.441140268064807,3.1263019084573926,54.02288565093443,124.0,409.0,42.0,23.0,204.0,42.0,51.0,10.0,5.0,2.0,1.0,19.0,17.0,6.0,0.6208425720620843,13.184685061744311,9.322980214968377,0.9220027352101963,0.9168074760747069,0.02938661523043108,34.029097674524216,0.8346268656716406,0.8266666666666667,103.87360041987404,138.31519753070307,0.8898882087456592,141.3300835654596,1486.3388634516575,fedor-dostoevskii
1927 fedor-dostoevskii bratya-karamazovy,52.0,420.0,261.0,176.0,27.0,377.0,138.0,266.0,2752.0,2035.0,499.0,835.0,208.0,1.8807875457875447,76.8504761904762,1.9854761904761915,6.420729338756459,1.5567673992674003,49.98168498168498,122.0,383.0,41.0,20.0,192.0,46.0,56.0,11.0,5.0,2.0,2.0,11.0,19.0,7.0,0.6214285714285714,12.735495951978358,9.005355549417724,0.9212393637860165,0.9149375648110545,0.030024076057993312,33.30660360933138,0.8490026954177904,0.8300000000000001,147.94451747733171,143.82949489904456,0.8982907455841617,160.27322404371586,1244.8510268979128,fedor-dostoevskii
1928 fedor-dostoevskii bratya-karamazovy,49.0,436.0,269.0,187.0,46.0,378.0,133.0,291.0,2948.0,2240.0,503.0,909.0,204.0,2.989495412844036,69.96742370342633,3.9933944954128506,8.616231757932555,3.6173454409286663,51.78786744055421,170.0,384.0,37.0,15.0,240.0,40.0,48.0,21.0,7.0,,1.0,29.0,15.0,8.0,0.6169724770642202,12.882763536224486,9.109489456887122,0.9205397678226812,0.9146956431910184,0.030104428456209892,33.21770421433534,0.8176744186046527,0.815,121.33155313351499,120.60480385638297,0.9063536650259849,176.59217877094972,1029.0171965409413,fedor-dostoevskii
1929 fedor-dostoevskii bratya-karamazovy,51.0,443.0,270.0,183.0,43.0,374.0,147.0,270.0,2856.0,2159.0,518.0,874.0,179.0,2.0685318461470352,76.97083410790954,2.445395033860052,8.168168923265066,1.9051681715575626,49.9955295888107,140.0,404.0,57.0,25.0,221.0,40.0,56.0,10.0,7.0,,,20.0,7.0,12.0,0.6094808126410836,12.828087129930658,9.070827399225843,0.9187425713116775,0.912917003851537,0.030704849711004845,32.568145078449696,0.8099492385786804,0.83,99.13946176079995,110.27449149849039,0.8774870136836436,119.39390243902439,1211.0661120003874,fedor-dostoevskii
1930 fedor-dostoevskii bratya-karamazovy,48.0,462.0,278.0,178.0,44.0,396.0,158.0,282.0,2895.0,2205.0,514.0,910.0,172.0,2.5050378787878778,75.94371212121214,2.283636363636365,8.514760284063966,1.5370852272727262,48.15313852813853,119.0,403.0,53.0,33.0,238.0,30.0,46.0,18.0,10.0,3.0,,22.0,16.0,21.0,0.6017316017316018,12.933730524538745,9.14552855994079,0.9172132009997293,0.9118273578872106,0.03106863877387983,32.18679798873984,0.8554963680387414,0.8622222222222222,138.88714425907753,141.12997835497833,0.9007955218063926,160.61990950226243,1073.5803901515983,fedor-dostoevskii
1931 fedor-dostoevskii bratya-karamazovy,46.0,461.0,269.0,154.0,35.0,404.0,169.0,270.0,2743.0,2072.0,511.0,879.0,157.0,2.2397411110063175,79.21259596340657,0.8977657266811292,7.761947253112058,-0.0928501131755155,43.42737904366689,110.0,388.0,93.0,13.0,262.0,31.0,66.0,8.0,2.0,1.0,1.0,21.0,31.0,21.0,0.5835140997830802,12.52857904319754,8.859043200076648,0.9121715793401176,0.906169618321143,0.03297232802028432,30.32846207840732,0.81766990291262,0.8177777777777778,119.33366141732284,103.32440476190476,0.8759682191750681,122.29527104959631,1174.6484408685499,fedor-dostoevskii
1932 fedor-dostoevskii bratya-karamazovy,34.0,478.0,314.0,186.0,51.0,404.0,160.0,295.0,3041.0,2334.0,525.0,955.0,176.0,4.883551562884566,68.48426162933794,4.036108786610882,10.878157738045749,3.470110878661089,52.970957420625155,105.0,425.0,90.0,17.0,232.0,45.0,68.0,16.0,5.0,4.0,2.0,33.0,14.0,6.0,0.6569037656903766,14.362025707635334,10.15548576944447,0.9318890988745562,0.9284281373879186,0.025419941776214084,39.33919317375143,0.8662004662004645,0.8600000000000001,202.2314471670631,226.99546934346176,0.9088832767101913,168.64349112426035,1476.035718484571,fedor-dostoevskii
1933 fedor-dostoevskii bratya-karamazovy,26.0,502.0,333.0,199.0,64.0,424.0,170.0,318.0,3088.0,2440.0,516.0,1052.0,131.0,8.16877719889672,55.78838645418327,4.590318725099603,13.921143261628272,4.802899325773829,58.949126570640516,145.0,449.0,64.0,28.0,237.0,46.0,76.0,10.0,2.0,2.0,8.0,40.0,9.0,4.0,0.6633466135458167,14.862517361159144,10.509386811578423,0.9339951722556438,0.9312700965040855,0.02443986259038127,40.91676032554975,0.8645474613686509,0.874,212.71239213639078,220.96120359739763,0.8904533730958257,104.7925,1763.4006623711596,fedor-dostoevskii
1934 fedor-dostoevskii bratya-karamazovy,38.0,474.0,288.0,186.0,55.0,396.0,152.0,299.0,2946.0,2270.0,508.0,951.0,159.0,4.168307794803464,70.03883077948035,3.203755274261603,10.686493783197545,2.4381933155673963,51.71419053964024,96.0,402.0,62.0,25.0,205.0,55.0,58.0,30.0,9.0,6.0,5.0,35.0,21.0,16.0,0.6075949367088608,13.22827811062921,9.353805155447485,0.9191316221733548,0.9143238261675304,0.03022237551113835,33.08806746946326,0.8259294117647056,0.8377777777777778,127.38073394495413,109.33579035835825,0.905505605367768,172.99537037037038,1204.1002537533384,fedor-dostoevskii
1935 fedor-dostoevskii bratya-karamazovy,45.0,452.0,303.0,184.0,60.0,366.0,148.0,278.0,2930.0,2256.0,498.0,939.0,168.0,3.497043264503443,68.92346116027532,3.6368141592920367,10.258885019106316,3.0220684365781736,50.75240904621435,116.0,394.0,53.0,27.0,213.0,54.0,55.0,26.0,5.0,2.0,1.0,34.0,15.0,9.0,0.6703539823008849,14.251921156011498,10.07763009435175,0.9345812617407211,0.9307148791539688,0.024638541403934806,40.5868181726171,0.8900744416873454,0.8888888888888888,253.03025853871623,273.5712451861361,0.9204991608878128,206.74645030425964,1387.0809409445671,fedor-dostoevskii
1936 fedor-dostoevskii bratya-karamazovy,43.0,492.0,301.0,164.0,41.0,421.0,168.0,294.0,2861.0,2186.0,505.0,925.0,165.0,2.741105123841937,78.96769521648704,1.0480487804878074,8.683097479643287,-0.016818302136510255,44.775193798449614,108.0,425.0,68.0,37.0,227.0,34.0,51.0,13.0,10.0,5.0,1.0,46.0,13.0,8.0,0.6117886178861789,13.570128001744855,9.59552953160324,0.9207275729710827,0.9165975334976181,0.029447791484155807,33.958403995696706,0.8441534988713296,0.8422222222222222,151.15453783485844,154.24288569144684,0.9100850517506852,184.125,1094.9749945040212,fedor-dostoevskii
1937 fedor-dostoevskii bratya-karamazovy,51.0,493.0,259.0,143.0,25.0,451.0,179.0,297.0,2745.0,2074.0,501.0,911.0,164.0,1.636118999323866,83.21133536173092,-0.8127586206896531,6.240045772582515,-1.9933275862068953,38.67275185936443,95.0,378.0,78.0,30.0,272.0,25.0,55.0,31.0,4.0,,1.0,45.0,47.0,23.0,0.5253549695740365,11.664773341976064,8.248240331115342,0.8961889912141721,0.8893558704733783,0.038550653601093374,25.939897422948956,0.8072522522522511,0.7755555555555556,73.7840550199468,98.25628884453114,0.8779037627125121,135.96188340807174,982.320214215215,fedor-dostoevskii
1938 fedor-dostoevskii bratya-karamazovy,49.0,493.0,291.0,162.0,44.0,419.0,168.0,295.0,2896.0,2213.0,501.0,935.0,173.0,2.1848275862068967,79.77264954257566,0.8799391480730243,8.427939934794258,-0.11766425880697184,42.921265057747235,97.0,411.0,92.0,27.0,260.0,33.0,58.0,18.0,14.0,,1.0,37.0,34.0,11.0,0.59026369168357,13.105980859131408,9.267327939592914,0.9149769975217251,0.9103003776616899,0.031573648642862835,31.671981002615233,0.8304954954954941,0.8422222222222223,128.7872255786778,132.21024464831805,0.9113366649113555,196.87987012987014,1031.0769125127292,fedor-dostoevskii
1939 fedor-dostoevskii bratya-karamazovy,53.0,475.0,275.0,191.0,54.0,389.0,141.0,302.0,2949.0,2278.0,501.0,958.0,152.0,2.524456802383316,73.9718460774578,2.141578947368423,8.97417112053995,1.4955571996027786,49.17279046673287,85.0,398.0,89.0,16.0,230.0,59.0,60.0,24.0,9.0,2.0,2.0,33.0,29.0,15.0,0.5789473684210527,12.617865362880897,8.922178162191939,0.9113230909428334,0.9056881391680309,0.03312927140345905,30.184786976498046,0.8200469483568064,0.8177777777777778,65.67857612743907,133.62842571482855,0.8832507688386142,127.49150622876557,981.4543235291177,fedor-dostoevskii
1940 fedor-dostoevskii bratya-karamazovy,60.0,504.0,246.0,145.0,36.0,419.0,173.0,282.0,2766.0,2078.0,508.0,894.0,151.0,0.47480952380952246,89.30904761904763,-1.8200793650793585,6.8983282631602885,-2.873720634920634,37.16984126984127,69.0,396.0,71.0,22.0,224.0,43.0,36.0,30.0,19.0,,,33.0,52.0,23.0,0.4880952380952381,10.957710918409399,7.748271696689158,0.8847350837916995,0.8768125271549774,0.04265231414973097,23.44538672601678,0.7437802197802179,0.752,57.58453909291803,50.41701828410689,0.8465152848617772,92.72567666422823,800.9613397175895,fedor-dostoevskii
1941 fedor-dostoevskii bratya-karamazovy,41.0,481.0,289.0,196.0,64.0,377.0,153.0,288.0,3006.0,2323.0,508.0,964.0,162.0,3.7888900157192857,71.13388443790883,3.2490020790020786,11.096049950647298,2.483550555245678,52.48014806551392,173.0,427.0,32.0,18.0,232.0,50.0,54.0,14.0,4.0,4.0,4.0,26.0,16.0,12.0,0.6008316008316008,13.177265749780288,9.317733969166877,0.9175110863442172,0.9127415940155799,0.030754829178481664,32.51521880341554,0.8549999999999998,0.8555555555555556,171.4890303218084,140.56267932538665,0.892992842663486,143.04832713754647,1174.4544349576327,fedor-dostoevskii
1942 fedor-dostoevskii bratya-karamazovy,14.0,529.0,296.0,186.0,66.0,435.0,197.0,304.0,3113.0,2463.0,533.0,1036.0,117.0,16.221408317580337,40.01300432082097,4.351474480151232,19.246271959494038,8.705168849581419,72.94639481501486,130.0,478.0,67.0,34.0,241.0,22.0,73.0,11.0,5.0,3.0,5.0,42.0,8.0,1.0,0.5595463137996219,12.869565217391305,9.100156836139917,0.9074102936333788,0.9030238364898977,0.033997140954907024,29.4142381362708,0.8678333333333323,0.8720000000000001,160.88288988093086,134.4316806722689,0.8833387365433011,120.60103626943005,983.1010718566038,fedor-dostoevskii
1943 fedor-dostoevskii bratya-karamazovy,24.0,494.0,306.0,202.0,73.0,383.0,137.0,319.0,3104.0,2483.0,499.0,1047.0,122.0,8.967695681511469,52.6987314439946,5.614331983805666,15.469303378125314,6.198361842105264,61.47402159244264,117.0,439.0,75.0,35.0,229.0,41.0,54.0,10.0,14.0,2.0,2.0,49.0,3.0,3.0,0.6194331983805668,13.767590882374934,9.7351568735294,0.9227815118658625,0.918901299785436,0.028666041361390483,34.88448186455466,0.8789213483146044,0.8733333333333334,201.02833095909529,222.47066044146337,0.9004784103977364,157.73445595854923,1248.9097672282364,fedor-dostoevskii
