,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,masc,,femn,neut,sing,plur,past,pres,futr,pssv,actv,3per,1per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
1944 fedor-dostoevskii bratya-karamazovy,37.0,485.0,283.0,177.0,54.0,394.0,162.0,286.0,2864.0,2231.0,501.0,958.0,123.0,4.252354416271942,71.0814697687378,2.299896907216496,10.730828999104334,1.4328243243243222,49.60295346893285,99.0,407.0,71.0,28.0,208.0,67.0,54.0,8.0,8.0,2.0,,30.0,29.0,19.0,0.5835051546391753,12.850368039977946,9.086582381811288,0.9128898733205337,0.9077489894389161,0.032434290098496556,30.831567361677926,0.8479816513761466,0.8422222222222221,112.66594742183054,101.0328411472262,0.88479046568832,136.47674418604652,1134.425241827523,fedor-dostoevskii
1945 fedor-dostoevskii bratya-karamazovy,32.0,494.0,281.0,169.0,47.0,415.0,188.0,274.0,2789.0,2151.0,498.0,926.0,127.0,4.658180668016197,74.1091649797571,1.3511740890688309,10.764770762830162,0.5478300860323913,49.64802631578947,84.0,410.0,60.0,27.0,206.0,50.0,38.0,21.0,15.0,2.0,1.0,28.0,36.0,20.0,0.5688259109311741,12.642787705710315,8.939800919809677,0.9090402874291056,0.9037608334409512,0.03376723561652745,29.614505947609988,0.8411685393258408,0.8444444444444446,138.1986024675183,120.4650902264745,0.8764971185924566,117.20019249278153,1113.1430480110955,fedor-dostoevskii
1946 fedor-dostoevskii bratya-karamazovy,34.0,503.0,308.0,193.0,67.0,401.0,177.0,291.0,3015.0,2388.0,511.0,1011.0,108.0,5.331682259384866,66.8052315518653,3.4155268389662083,12.461003182660136,2.8291933399602343,53.163898959186064,77.0,432.0,86.0,32.0,199.0,73.0,34.0,16.0,2.0,4.0,1.0,30.0,19.0,22.0,0.6123260437375746,13.733041231685462,9.710726581239248,0.9211505060269386,0.917358454822773,0.02918656661954375,34.26233763756184,0.8651982378854614,0.8600000000000001,134.72051696000224,140.7266379122079,0.8987036343566951,151.74639423076923,1260.7317263594327,fedor-dostoevskii
1947 fedor-dostoevskii bratya-karamazovy,21.0,503.0,329.0,225.0,97.0,382.0,170.0,309.0,3259.0,2663.0,502.0,1116.0,94.0,11.343088137839626,42.35376360882324,7.327057654075546,19.051380902199618,8.820551405850615,68.68399129035312,129.0,477.0,63.0,39.0,213.0,68.0,44.0,5.0,2.0,1.0,5.0,22.0,4.0,,0.6540755467196819,14.669384952027652,10.372821575414651,0.9317536748562942,0.9288745256385027,0.02526174633443213,39.585545146456695,0.888766519823789,0.882,255.54241671564665,252.57309293580445,0.9050778922971726,161.03698979591837,1616.0288492425452,fedor-dostoevskii
1948 fedor-dostoevskii bratya-karamazovy,23.0,514.0,329.0,209.0,77.0,418.0,168.0,327.0,3234.0,2632.0,517.0,1098.0,85.0,9.954598206733209,49.39800118423278,6.267276264591441,16.226717031370843,7.283662493655896,63.00930468617831,126.0,475.0,64.0,53.0,231.0,50.0,58.0,10.0,1.0,4.0,3.0,34.0,5.0,,0.6400778210116731,14.511567906771496,10.261228072527198,0.9285245823937603,0.925641102744796,0.026365322753903627,37.928608321395984,0.8793548387096766,0.884,237.80179282868528,217.53735561056106,0.9038851554437196,142.9945770065076,1393.6044783585087,fedor-dostoevskii
1949 fedor-dostoevskii bratya-karamazovy,28.0,519.0,323.0,188.0,69.0,418.0,160.0,327.0,3102.0,2466.0,515.0,1054.0,117.0,7.31754816955684,60.685777594274725,3.9147013487475917,13.928881696406854,3.9033140999174236,54.75922102945224,122.0,489.0,119.0,34.0,266.0,34.0,83.0,13.0,,6.0,4.0,28.0,1.0,1.0,0.6223506743737958,14.178126386188552,10.025449312193842,0.9241428581107558,0.9210208468329495,0.027938293258414317,35.79316713267103,0.8731914893617011,0.874,190.3750032604362,210.64940142055218,0.8878704623000873,115.38283261802574,1308.953815798585,fedor-dostoevskii
1950 fedor-dostoevskii bratya-karamazovy,21.0,512.0,350.0,240.0,89.0,399.0,142.0,346.0,3348.0,2711.0,512.0,1146.0,125.0,11.696119791666664,40.6190587797619,7.356523437499998,18.250960204916456,8.945068080357146,71.25595238095238,152.0,490.0,58.0,46.0,249.0,49.0,68.0,6.0,7.0,11.0,4.0,16.0,4.0,2.0,0.68359375,15.467960838455726,10.9375,0.9390234568702588,0.9368755576849226,0.022506632416866495,44.43134723480883,0.9115334773218116,0.898,319.63399881434736,388.69316130402467,0.9214167912880695,190.41630276564774,1505.1499783199056,fedor-dostoevskii
1951 fedor-dostoevskii bratya-karamazovy,30.0,485.0,306.0,205.0,82.0,370.0,140.0,312.0,3136.0,2472.0,511.0,1061.0,138.0,7.301357388316152,54.341838487972495,5.538041237113404,14.666898895912682,5.401389175257734,58.434707903780065,116.0,430.0,75.0,40.0,233.0,53.0,49.0,16.0,5.0,3.0,5.0,29.0,15.0,11.0,0.6309278350515464,13.894744241106896,9.825067875739414,0.9255251131388457,0.9216625651061366,0.027729727617039283,36.062380915185145,0.8196788990825675,0.8155555555555555,111.102351685161,92.88672240220913,0.8919247793753311,131.28635346756153,1325.5435032456335,fedor-dostoevskii
1952 fedor-dostoevskii bratya-karamazovy,31.0,485.0,305.0,198.0,72.0,387.0,152.0,307.0,3093.0,2436.0,502.0,1039.0,148.0,6.7146857332889915,57.74598104423012,5.057628865979382,13.523931820729889,4.790447123378783,56.46990355836381,160.0,433.0,52.0,32.0,245.0,52.0,57.0,9.0,5.0,3.0,2.0,30.0,10.0,12.0,0.6288659793814433,13.849336580188245,9.792959810786018,0.9249958041906465,0.9210835268903466,0.027926808721522048,35.80788660715612,0.8580733944954116,0.86,154.37123947051742,149.61410195606658,0.9197275665023324,215.3577981651376,1153.7341271460427,fedor-dostoevskii
1953 fedor-dostoevskii bratya-karamazovy,30.0,504.0,281.0,176.0,62.0,411.0,182.0,291.0,2991.0,2328.0,517.0,983.0,137.0,5.879896825396823,67.77615079365079,2.991428571428571,12.75995934952849,2.5876380952380913,51.72063492063492,131.0,428.0,36.0,31.0,210.0,67.0,46.0,20.0,5.0,3.0,,26.0,39.0,11.0,0.5575396825396826,12.516734829565209,8.850668076299403,0.9061125852751183,0.9008282865026148,0.034741842004335374,28.783735758029522,0.8304175824175823,0.8260000000000002,106.57353571348024,128.3284278682761,0.8892297439977114,146.53872832369942,999.1881325542008,fedor-dostoevskii
1954 fedor-dostoevskii bratya-karamazovy,37.0,497.0,275.0,189.0,60.0,398.0,168.0,290.0,3008.0,2320.0,509.0,980.0,169.0,4.386258089074989,70.86579558431671,2.7384104627766597,11.308582311982077,1.949527679591057,51.46060144651693,114.0,409.0,25.0,37.0,193.0,88.0,41.0,28.0,12.0,7.0,1.0,23.0,36.0,29.0,0.5533199195171026,12.335435860447056,8.722470345813829,0.9046774024468585,0.8990052210429025,0.035352373281011734,28.286644069158275,0.8118750000000018,0.8088888888888889,93.95738326135933,102.95119174806675,0.8841684450191002,140.864,926.872508627083,fedor-dostoevskii
1955 fedor-dostoevskii bratya-karamazovy,33.0,477.0,292.0,187.0,59.0,397.0,172.0,284.0,3020.0,2341.0,511.0,974.0,164.0,5.398806937297504,65.32417476653328,4.24127882599581,11.871646811393639,3.7370576519916128,53.65789975223937,104.0,415.0,52.0,31.0,199.0,61.0,44.0,18.0,3.0,3.0,2.0,16.0,33.0,13.0,0.6121593291404612,13.369761557672398,9.45384906027737,0.9204278270929483,0.9158431602271038,0.029707532914359708,33.66149598766011,0.8335514018691579,0.8444444444444444,142.07775540793432,121.6263665350744,0.9002495359290013,161.25852272727272,1185.0414646662323,fedor-dostoevskii
1956 fedor-dostoevskii bratya-karamazovy,26.0,485.0,288.0,186.0,62.0,399.0,143.0,318.0,3014.0,2354.0,502.0,1007.0,158.0,7.707291831879459,57.80005154639176,4.48855670103093,13.70268640795086,4.575991475019826,57.00436161776368,109.0,394.0,95.0,26.0,252.0,40.0,64.0,15.0,10.0,3.0,3.0,53.0,17.0,21.0,0.5938144329896907,13.077406344571195,9.247122706578272,0.9157218850979949,0.910884193929436,0.031379828406682846,31.867605744683857,0.8399999999999997,0.8488888888888888,141.53768174863856,144.0485407980941,0.8969643312379004,148.19444444444446,1104.9908867392169,fedor-dostoevskii
1957 fedor-dostoevskii bratya-karamazovy,33.0,495.0,309.0,196.0,72.0,384.0,165.0,291.0,3009.0,2359.0,510.0,1007.0,134.0,5.610707070707068,65.0709595959596,3.5477777777777817,13.109249595593157,3.0005101010101,54.5959595959596,112.0,415.0,55.0,31.0,210.0,75.0,32.0,14.0,13.0,1.0,1.0,22.0,40.0,18.0,0.6242424242424243,13.888517166742787,9.8206646692296,0.9240531712810002,0.9203172470308073,0.028184770351165712,35.48015426560466,0.867847533632285,0.8644444444444446,200.49230128958473,168.2617216117216,0.9031003763752005,159.40677966101694,1321.639692810274,fedor-dostoevskii
1958 fedor-dostoevskii bratya-karamazovy,26.0,492.0,286.0,200.0,71.0,397.0,184.0,284.0,3044.0,2391.0,521.0,1025.0,128.0,7.8906410256410275,57.026666666666685,4.549065040650408,14.66004133095823,4.689996247654783,59.573483427141966,98.0,433.0,32.0,46.0,179.0,79.0,42.0,13.0,9.0,2.0,1.0,6.0,28.0,25.0,0.5813008130081301,12.89387577574428,9.117346996805738,0.9124806375104492,0.9075118109621633,0.03251132876855655,30.75850904522714,0.8379232505643325,0.84,113.6931129476584,105.76289937294715,0.8911596009845318,135.10738255033556,1040.4081343127905,fedor-dostoevskii
1959 fedor-dostoevskii bratya-karamazovy,31.0,484.0,288.0,202.0,69.0,399.0,184.0,284.0,3061.0,2402.0,508.0,1010.0,149.0,6.293793655025329,61.122936550253286,4.723719008264471,13.240238326003599,4.406609437483333,57.3484404158891,89.0,424.0,44.0,36.0,179.0,71.0,39.0,22.0,15.0,1.0,1.0,13.0,25.0,22.0,0.5950413223140496,13.090909090909092,9.256670590078441,0.9160276129471024,0.911192066382251,0.031276433366525885,31.97295510907795,0.8332413793103451,0.8400000000000001,124.58223684210526,147.427930064352,0.8964172422476341,151.21086675291073,1044.9127893967443,fedor-dostoevskii
1960 fedor-dostoevskii bratya-karamazovy,24.0,499.0,317.0,212.0,80.0,394.0,143.0,331.0,3243.0,2614.0,505.0,1098.0,116.0,9.660842518370071,47.561745156980635,6.7982565130260575,16.19166451557377,7.584928231462925,63.27663660654643,123.0,443.0,37.0,48.0,200.0,75.0,43.0,19.0,5.0,4.0,,21.0,17.0,18.0,0.6352705410821643,14.190868948836293,10.034459664651758,0.9269703704240154,0.9235969696451601,0.02706705266949615,36.9452859242031,0.8914666666666644,0.8800000000000001,208.53867201751186,245.10349586691922,0.9162289546221105,195.36320754716982,1239.562134728427,fedor-dostoevskii
1961 fedor-dostoevskii bratya-karamazovy,38.0,473.0,281.0,194.0,59.0,381.0,156.0,284.0,2950.0,2290.0,501.0,959.0,148.0,4.309844775787248,68.80162401246245,3.486067653276958,11.066487643527768,2.7588864192722795,53.462167575386665,124.0,423.0,47.0,30.0,201.0,50.0,66.0,10.0,1.0,,1.0,27.0,8.0,15.0,0.5940803382663847,12.92039376539485,9.136098047111089,0.9154517528448781,0.9102166441390421,0.031608462161815544,31.637097524094205,0.8570283018867918,0.8511111111111112,141.70283874944357,139.7657924642906,0.9044823249226355,172.53168469860896,1058.6422261229932,fedor-dostoevskii
1962 fedor-dostoevskii bratya-karamazovy,32.0,485.0,292.0,171.0,46.0,415.0,180.0,281.0,2929.0,2243.0,515.0,950.0,153.0,5.13553157216495,69.41022551546392,2.7968041237113397,10.65017098918692,2.1622147229381454,50.41398195876289,111.0,412.0,23.0,37.0,195.0,56.0,43.0,38.0,2.0,1.0,1.0,30.0,25.0,18.0,0.6020618556701031,13.259036988245795,9.37555496639186,0.9179523168640459,0.913346595952075,0.030549356982720946,32.733913206932996,0.8493119266055038,0.8533333333333334,133.9239478617717,145.47536765753023,0.9021048858747716,164.61430575035064,1018.4890748985204,fedor-dostoevskii
1963 fedor-dostoevskii bratya-karamazovy,39.0,456.0,254.0,157.0,62.0,364.0,172.0,254.0,2744.0,2089.0,501.0,894.0,145.0,3.451072874493928,73.80736842105264,1.872850877192981,11.197371772570316,0.917630904183536,46.1221322537112,125.0,406.0,44.0,32.0,208.0,40.0,82.0,15.0,,10.0,2.0,21.0,18.0,11.0,0.5570175438596491,11.894639807087513,8.410780467363027,0.9044247889378473,0.897277492339869,0.03594451853164817,27.820653630943124,0.8252579852579847,0.8377777777777777,104.60874089490115,103.21341001011123,0.8800666292111166,131.1504424778761,951.2353099109389,fedor-dostoevskii
1964 fedor-dostoevskii bratya-karamazovy,31.0,478.0,272.0,163.0,49.0,412.0,194.0,267.0,2863.0,2220.0,502.0,927.0,135.0,5.122596841679037,70.23607301930086,2.9440585774058583,11.16542665296386,2.358769199622081,49.51977324875152,130.0,415.0,25.0,25.0,201.0,57.0,55.0,16.0,9.0,3.0,,24.0,20.0,19.0,0.5690376569037657,12.440990421900672,8.797108692002853,0.9086151962187446,0.9027665584181582,0.034106088055887857,29.320278489909263,0.8452214452214438,0.8488888888888889,132.06841735547306,137.88187003641787,0.8811617475574726,125.14050493962678,1121.237519813071,fedor-dostoevskii
1965 fedor-dostoevskii bratya-karamazovy,46.0,476.0,248.0,146.0,33.0,425.0,200.0,258.0,2745.0,2073.0,514.0,893.0,155.0,2.1756028498355846,80.63219583485568,0.24037815126050432,7.538364887988043,-0.8748717573986085,41.020094994519546,128.0,399.0,31.0,21.0,194.0,61.0,52.0,21.0,3.0,2.0,1.0,27.0,26.0,24.0,0.5210084033613446,11.367061363149821,8.037726172046838,0.8942506212098881,0.8865199075299522,0.03949398872103644,25.320309049142733,0.8007025761124117,0.8022222222222223,90.89892290706105,84.05416449313162,0.8477852732827683,94.68174204355108,1054.0421020233052,fedor-dostoevskii
1966 fedor-dostoevskii bratya-karamazovy,53.0,475.0,269.0,171.0,52.0,393.0,166.0,279.0,2939.0,2252.0,524.0,935.0,159.0,2.1709831181727886,76.8819513406157,1.8405263157894716,8.807349474088651,1.1529045680238283,44.9622641509434,128.0,420.0,26.0,26.0,193.0,42.0,63.0,22.0,5.0,1.0,3.0,21.0,16.0,18.0,0.5663157894736842,12.342566482236222,8.727512456835024,0.9077438939090728,0.9016913112997177,0.03446644238966769,29.013728446187965,0.8380751173708918,0.8666666666666667,149.04043678155472,102.38264861117324,0.8958329659625248,155.70539419087137,923.1161294731909,fedor-dostoevskii
1967 fedor-dostoevskii bratya-karamazovy,38.0,477.0,307.0,174.0,64.0,382.0,154.0,292.0,2977.0,2327.0,503.0,980.0,138.0,4.55869303762551,67.04068796204348,3.712976939203358,11.523796233156663,3.0198391537018665,49.030619000331015,115.0,442.0,44.0,26.0,180.0,61.0,61.0,12.0,,3.0,3.0,18.0,7.0,10.0,0.6436058700209644,14.056564377415842,9.939491991456004,0.9285500502589379,0.9247602567284026,0.026675176209418908,37.48803727290482,0.8521962616822428,0.8466666666666668,184.660838619836,150.89902150415293,0.9022616857603749,149.3763157894737,1305.2462577227225,fedor-dostoevskii
1968 fedor-dostoevskii bratya-karamazovy,28.0,467.0,271.0,172.0,55.0,389.0,170.0,274.0,2833.0,2189.0,498.0,940.0,144.0,6.276290149892933,64.1806944019578,3.3520128479657387,12.441140268064807,2.981251491281739,53.50940654634445,103.0,406.0,26.0,31.0,168.0,70.0,40.0,24.0,10.0,3.0,,7.0,33.0,21.0,0.5802997858672377,12.540384442672458,8.867390878099979,0.9114576499281788,0.905573421440836,0.033170415515839026,30.147346195361813,0.8442583732057403,0.8511111111111113,140.68788440562264,120.56529987760098,0.8841087658996217,128.92298578199052,1048.3838762803136,fedor-dostoevskii
1969 fedor-dostoevskii bratya-karamazovy,48.0,469.0,296.0,194.0,68.0,378.0,157.0,289.0,3022.0,2352.0,514.0,977.0,144.0,3.404744580668087,68.93526208244494,3.6700000000000053,10.573077813390276,3.094151585820896,51.135438877043356,90.0,401.0,34.0,25.0,142.0,109.0,53.0,26.0,12.0,3.0,1.0,20.0,21.0,27.0,0.6311300639658849,13.668010057572461,9.66474259703542,0.9251710228331845,0.9208394174165181,0.02801352872798618,35.697038017241155,0.8807619047619039,0.86,226.68333333333334,253.02177442460126,0.9051368904071336,165.52941176470588,1216.4110176056377,fedor-dostoevskii
1970 fedor-dostoevskii bratya-karamazovy,38.0,485.0,310.0,217.0,93.0,370.0,160.0,303.0,3260.0,2580.0,513.0,1090.0,162.0,6.07013293543136,55.172791644058606,6.185463917525777,13.881160471919918,5.840684346174719,57.50542593597395,116.0,449.0,39.0,46.0,189.0,68.0,58.0,17.0,6.0,4.0,5.0,25.0,5.0,6.0,0.6391752577319587,14.076374884781496,9.953500135553002,0.9276251912184409,0.9239566894884883,0.026947791644041322,37.10879218635785,0.8836238532110083,0.8800000000000001,187.00484199774576,194.28309330803725,0.902577357936855,147.4497487437186,1300.9061546354715,fedor-dostoevskii
1971 fedor-dostoevskii bratya-karamazovy,35.0,478.0,285.0,175.0,50.0,410.0,166.0,294.0,2944.0,2279.0,511.0,954.0,147.0,4.671456066945606,69.13217872086074,3.330041841004185,10.61719992645707,2.6371465630603694,50.268021518230725,131.0,421.0,28.0,33.0,188.0,66.0,53.0,13.0,8.0,4.0,1.0,38.0,10.0,9.0,0.5962343096234309,13.035596581770925,9.217558739782401,0.9161824668289927,0.9111815732332461,0.031281876730844885,31.967391490101022,0.8769696969696952,0.8822222222222221,187.24993988832932,180.13889971873346,0.9015334531753312,161.02118644067798,1046.0780144307585,fedor-dostoevskii
1972 fedor-dostoevskii bratya-karamazovy,34.0,470.0,298.0,200.0,71.0,368.0,136.0,303.0,3010.0,2356.0,505.0,992.0,143.0,5.59118898623279,62.015050062578226,4.708297872340427,12.826110519246459,4.217414893617018,56.376720901126404,125.0,418.0,21.0,51.0,197.0,50.0,45.0,16.0,3.0,2.0,2.0,38.0,10.0,4.0,0.6340425531914894,13.745714999630387,9.71968828849629,0.9259452294114962,0.9217183627627054,0.0277140937666533,36.08272413378495,0.8815201900237521,0.8866666666666667,183.27077444884117,201.22589681835467,0.9013374077189253,164.2548435171386,1447.7912030269888,fedor-dostoevskii
1973 fedor-dostoevskii bratya-karamazovy,22.0,517.0,295.0,190.0,60.0,426.0,194.0,292.0,3027.0,2370.0,526.0,1011.0,126.0,9.200241779497098,58.75869439071566,3.393404255319151,14.650684915441468,4.2484617988394575,60.2504835589942,120.0,455.0,43.0,35.0,217.0,58.0,59.0,20.0,3.0,6.0,5.0,12.0,26.0,24.0,0.5705996131528046,12.974085165439503,9.174063600174062,0.9102010774513528,0.9057439766451467,0.03309350857226786,30.21740646859044,0.8117948717948698,0.818,115.92298110238724,124.61634452269573,0.875679788305642,116.69816272965879,1081.7293381252878,fedor-dostoevskii
1974 fedor-dostoevskii bratya-karamazovy,46.0,482.0,230.0,165.0,38.0,413.0,189.0,262.0,2836.0,2157.0,514.0,894.0,150.0,2.0841818509832244,81.74147663720008,0.9428215767634889,8.085665065411716,-0.0866984484935962,44.710626014793434,153.0,408.0,43.0,12.0,228.0,39.0,68.0,19.0,3.0,7.0,1.0,43.0,19.0,12.0,0.47717842323651455,10.47621292950837,7.407801203609555,0.8802409359054062,0.8707541242206966,0.04463546944492021,22.403707464844558,0.7966743648960761,0.8222222222222222,69.38722392279487,81.07351863822453,0.8522859301111096,103.77887197851388,781.1402769556144,fedor-dostoevskii
1975 fedor-dostoevskii bratya-karamazovy,31.0,478.0,269.0,157.0,65.0,374.0,154.0,285.0,2789.0,2142.0,503.0,938.0,125.0,5.290588473478202,68.85301862599543,2.046569037656905,12.852204951214587,1.3372629234714566,48.264543123228506,92.0,426.0,44.0,49.0,177.0,86.0,47.0,8.0,5.0,5.0,2.0,20.0,17.0,15.0,0.5627615062761506,12.303773615776768,8.700081757899879,0.906817564702748,0.9007572412560866,0.03477698930248218,28.754645530187567,0.8457808857808863,0.8533333333333334,107.55,152.75852767487902,0.8936660963110507,145.2267515923567,828.466786423747,fedor-dostoevskii
1976 fedor-dostoevskii bratya-karamazovy,43.0,525.0,276.0,189.0,59.0,435.0,181.0,313.0,3145.0,2419.0,549.0,1043.0,162.0,3.8952248062015506,71.56424031007752,2.1452380952380956,10.40620699174239,1.2284045404208186,48.2093023255814,74.0,468.0,74.0,23.0,190.0,65.0,48.0,17.0,2.0,,2.0,16.0,24.0,17.0,0.5257142857142857,12.04562754102678,8.517544917907474,0.8973404899517887,0.8917548359546216,0.03774025657970458,26.49690517837565,0.8122268907563015,0.8,87.79494382022472,79.90796721419619,0.8918551961681812,158.10344827586206,872.9813578372604,fedor-dostoevskii
1977 fedor-dostoevskii bratya-karamazovy,30.0,512.0,279.0,191.0,56.0,432.0,200.0,288.0,3034.0,2362.0,524.0,1003.0,141.0,6.073252604166665,66.91337239583333,2.9922656250000017,12.129315653904682,2.6263406249999974,54.37135416666666,71.0,454.0,82.0,24.0,201.0,53.0,39.0,22.0,9.0,5.0,2.0,17.0,26.0,15.0,0.544921875,12.33017449694042,8.71875,0.9026801457587985,0.8972718603709193,0.035921061999354464,27.838820578800565,0.8390496760259171,0.8400000000000001,125.52254965427304,116.10816264422567,0.8821876386606388,135.701244813278,944.8578988903208,fedor-dostoevskii
1978 fedor-dostoevskii bratya-karamazovy,27.0,487.0,264.0,168.0,49.0,424.0,197.0,276.0,2833.0,2177.0,507.0,951.0,148.0,6.503384287778541,66.0252502091414,2.315790554414786,11.960365855624035,2.00300285192791,52.53395695490151,87.0,410.0,44.0,28.0,209.0,42.0,37.0,27.0,7.0,1.0,,16.0,46.0,15.0,0.5420944558521561,11.962981916937316,8.45910563667842,0.9010522162988645,0.8946088075570047,0.03681738322790609,27.161082953935747,0.7965296803652959,0.8,70.8836639805511,86.39868576415627,0.8577126543339085,98.6175,946.0101943475514,fedor-dostoevskii
