,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,neut,femn,masc,sing,plur,past,pres,futr,actv,pssv,1per,3per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
voina-i-mir. Text/chapter145.xhtml,62.0,1398.0,741.0,623.0,196.0,1137.0,369.0,964.0,9041.0,7208.0,1406.0,3056.0,424.0,10.416363468549541,46.14470049379298,7.560988532004245,15.76958712418487,7.560988532004245,67.11204947159536,1298.0,89.0,191.0,436.0,673.0,166.0,215.0,59.0,8.0,17.0,14.0,9.0,87.0,4.0,0.5300429184549357,19.818218955675793,14.013597014598131,0.9123546860944576,0.9199577275918412,0.02786365095656866,35.88905135076195,0.8702001482579649,0.8703703703703703,200.04632731636582,214.9151332378015,0.9072193426353117,159.22109897277025,1233.23852593363,lev-tolstoi
voina-i-mir. Text/chapter146.xhtml,87.0,1977.0,980.0,865.0,264.0,1608.0,541.0,1331.0,12676.0,10065.0,2005.0,4294.0,602.0,10.400265117820453,46.757758271850406,7.204075166134686,15.451083705711909,7.204075166134686,66.47729928662376,1829.0,123.0,309.0,538.0,926.0,256.0,278.0,85.0,18.0,26.0,14.0,18.0,118.0,12.0,0.49570055639858374,22.040565901777843,15.585033610336104,0.9075303468106629,0.9186490091130467,0.028055056456724948,35.64419845465307,0.8812240663900485,0.883076923076923,223.64246571439153,224.96625691546896,0.9117328625714117,164.70832279281558,1286.8870661065337,lev-tolstoi
voina-i-mir. Text/chapter147.xhtml,119.0,2527.0,1199.0,1137.0,326.0,2065.0,692.0,1699.0,16120.0,12768.0,2570.0,5472.0,767.0,9.622812914639542,49.08776426360018,6.545973684210523,14.683366959501447,6.545973684210523,66.22935822528457,2334.0,183.0,528.0,574.0,1263.0,257.0,347.0,73.0,15.0,15.0,17.0,37.0,140.0,16.0,0.4744756628413138,23.851547533582284,16.86559100278931,0.9048417210342126,0.9183406574738336,0.027966299996673882,35.757322209907386,0.8512429378531138,0.8575999999999999,161.25474910412828,190.01311987404802,0.9048645970227528,148.82033945724143,1346.4434604164942,lev-tolstoi
voina-i-mir. Text/chapter148.xhtml,32.0,978.0,543.0,388.0,136.0,793.0,293.0,636.0,6042.0,4835.0,983.0,2087.0,215.0,13.963436860940693,38.853545501022495,8.480736260224951,18.276505424792763,8.480736260224951,70.23530163599182,867.0,82.0,222.0,170.0,489.0,101.0,101.0,35.0,7.0,4.0,10.0,28.0,72.0,11.0,0.5552147239263804,17.363225365467805,12.277654399192553,0.9145451276233694,0.918450292711282,0.028576986263551853,34.993193151211926,0.8487621097954807,0.8515789473684212,181.236967461299,167.53767106726633,0.9026654781045117,161.29405806887237,1449.7803554907746,lev-tolstoi
voina-i-mir. Text/chapter149.xhtml,62.0,1117.0,574.0,439.0,133.0,920.0,333.0,720.0,6933.0,5351.0,1149.0,2305.0,422.0,7.301913968868224,59.39388901724091,4.002118642966472,12.999080176574507,4.002118642966472,57.31783001703872,974.0,56.0,268.0,201.0,577.0,92.0,155.0,44.0,12.0,9.0,3.0,34.0,95.0,14.0,0.5138764547896151,17.174547593728313,12.144239067336393,0.905139029965778,0.9105729501003317,0.031121822568882105,32.131794267083635,0.8317228464419473,0.8363636363636361,135.65492764323295,132.5671212793855,0.9007348536491865,157.23662966700303,1121.52725728741,lev-tolstoi
voina-i-mir. Text/chapter150.xhtml,98.0,2390.0,1118.0,1002.0,287.0,1972.0,679.0,1580.0,15122.0,11837.0,2440.0,5080.0,783.0,10.876317991631797,47.38698531295363,6.804790410724962,15.179927768687936,6.804790410724962,66.31244129450944,2143.0,148.0,435.0,438.0,1035.0,356.0,331.0,129.0,17.0,21.0,19.0,92.0,114.0,41.0,0.46778242677824267,22.86877244493187,16.17066407322339,0.9023335595534404,0.9155816560041977,0.028909099315728843,34.5911849095873,0.8468944895343946,0.8468085106382978,161.82707899547876,208.41262787582446,0.904785211364909,143.95920528465533,1246.5507766534708,lev-tolstoi
voina-i-mir. Text/chapter151.xhtml,60.0,1139.0,652.0,483.0,165.0,910.0,330.0,745.0,7182.0,5601.0,1152.0,2438.0,420.0,8.337294263974243,53.514173251390105,5.068196378402114,14.711394885889952,5.068196378402114,61.38895229733684,1024.0,59.0,272.0,199.0,504.0,202.0,175.0,46.0,11.0,13.0,16.0,21.0,83.0,11.0,0.57243195785777,19.31904854083829,13.66063022929883,0.9207347463268338,0.9260852955147565,0.02593313869894727,38.56070071613021,0.859082568807338,0.8600000000000001,200.10736884798064,189.45420719264305,0.9095473396322709,162.95976866985166,1465.3334324261568,lev-tolstoi
voina-i-mir. Text/chapter152.xhtml,44.0,944.0,448.0,368.0,93.0,813.0,299.0,607.0,5730.0,4389.0,971.0,1956.0,359.0,9.048574730354392,54.4148536209553,4.083021186440682,12.90357926804826,4.083021186440682,60.43759630200308,803.0,67.0,231.0,134.0,487.0,64.0,130.0,48.0,12.0,12.0,2.0,40.0,82.0,19.0,0.4745762711864407,14.581158029852274,10.310435720461221,0.8911942764771139,0.8943412459805503,0.03657369673779343,27.34205424103738,0.8056536312849142,0.81,105.55122460201315,105.74691124040054,0.8794660037990142,125.55599435825106,1101.4772342525082,lev-tolstoi
voina-i-mir. Text/chapter153.xhtml,29.0,975.0,513.0,389.0,130.0,791.0,294.0,627.0,6029.0,4851.0,964.0,2077.0,210.0,15.43500972590628,35.09969319186564,9.536511140583556,18.76895590958074,9.536511140583556,73.51812555260831,870.0,98.0,219.0,177.0,509.0,68.0,119.0,22.0,9.0,4.0,8.0,4.0,95.0,6.0,0.5261538461538462,16.42914858040194,11.617162370323554,0.9066956105982645,0.9105444616408708,0.031215873308355523,32.03498393659648,0.8487473002159835,0.8410526315789475,147.56128702757917,169.16755098569587,0.8838971362994203,125.88149522799576,1236.5801353656045,lev-tolstoi
voina-i-mir. Text/chapter155.xhtml,51.0,1626.0,852.0,643.0,212.0,1336.0,540.0,1008.0,10124.0,8075.0,1632.0,3379.0,384.0,14.20252514289849,40.49378373489617,8.991253382533827,18.075685377630812,8.991253382533827,71.42724839013096,1472.0,124.0,249.0,432.0,756.0,213.0,166.0,46.0,5.0,12.0,11.0,25.0,129.0,,0.5239852398523985,21.129018537410666,14.94047228761935,0.9125909654013225,0.9215961376024625,0.027220726682665286,36.73671212594116,0.8448826886493367,0.8506250000000001,180.7704384453379,174.41400936006505,0.9042881039734061,149.85537658802178,1374.811407613999,lev-tolstoi
voina-i-mir. Text/chapter156.xhtml,38.0,1221.0,649.0,518.0,176.0,942.0,317.0,801.0,7681.0,6081.0,1228.0,2589.0,264.0,14.633343463080305,37.62832083279453,9.149861211690158,19.0771385131869,9.149861211690158,74.55582137161085,1118.0,125.0,294.0,246.0,642.0,122.0,145.0,20.0,5.0,11.0,6.0,5.0,93.0,5.0,0.5315315315315315,18.573205538193022,13.133239584427827,0.9110799318672151,0.9173773276060573,0.02880734016788036,34.71337493056652,0.8598634812286707,0.8583333333333334,186.84282356498596,182.14037553042098,0.9014149808742722,150.22388059701493,1335.518977266819,lev-tolstoi
voina-i-mir. Text/chapter157.xhtml,66.0,1689.0,913.0,740.0,232.0,1303.0,483.0,1052.0,10828.0,8409.0,1691.0,3474.0,427.0,10.964465525593415,49.95083239140966,7.30482193605684,16.626046975480413,7.30482193605684,69.4038161364982,1532.0,126.0,201.0,519.0,837.0,202.0,198.0,62.0,11.0,11.0,13.0,32.0,116.0,9.0,0.5405565423327413,22.215492863085274,15.708725650888947,0.9172275319529865,0.9262642564085861,0.025644970778482896,38.994000369032904,0.8773414634146428,0.8745454545454546,222.67280688468296,223.50305510982776,0.9184722478616039,194.98235535494462,1370.6166837480607,lev-tolstoi
voina-i-mir. Text/chapter158.xhtml,39.0,857.0,433.0,318.0,79.0,709.0,279.0,509.0,5127.0,3861.0,867.0,1639.0,271.0,8.13857942135655,63.3279599377674,3.3266781707207613,12.633173542880842,3.3266781707207613,59.080543338419645,702.0,49.0,167.0,155.0,420.0,75.0,78.0,52.0,7.0,1.0,1.0,43.0,86.0,26.0,0.5052508751458576,14.790998240083606,10.458815156081409,0.8989107179448184,0.9009575693469932,0.03446639722277348,29.01376646756846,0.8630940594059375,0.8682352941176472,149.3649640175219,139.873900132666,0.8917567880563555,152.19751037344398,1144.1267530565265,lev-tolstoi
voina-i-mir. Text/chapter159.xhtml,50.0,1517.0,836.0,628.0,264.0,1086.0,388.0,962.0,9671.0,7450.0,1503.0,3251.0,338.0,13.920832036914963,38.59596638101516,8.213283645352668,20.365424681753517,8.213283645352668,71.73749505603165,1354.0,150.0,307.0,290.0,731.0,158.0,159.0,43.0,2.0,14.0,12.0,18.0,136.0,9.0,0.5510876730388925,21.464139737257447,15.177438760550382,0.9186480740715234,0.9266740161812245,0.025574440330646323,39.10153993875211,0.8684196185286172,0.8666666666666668,224.0672332947276,214.36184350591657,0.907249170097735,159.13174647107667,1611.6993609319438,lev-tolstoi
voina-i-mir. Text/chapter160.xhtml,66.0,940.0,536.0,374.0,123.0,758.0,261.0,620.0,5785.0,4544.0,966.0,1953.0,263.0,5.555702772404899,63.45250805931656,3.2161063829787224,12.119507032186528,3.2161063829787224,54.02965828497744,812.0,60.0,238.0,131.0,463.0,90.0,107.0,28.0,23.0,5.0,3.0,27.0,79.0,22.0,0.5702127659574469,17.48239235783225,12.36191818758706,0.9179439714940104,0.9214227420034271,0.027599226318720436,36.23289973609529,0.8664421997755338,0.8633333333333334,193.7835761720686,214.34075893877383,0.9070335111499672,165.8511837655017,1373.7901116633095,lev-tolstoi
voina-i-mir. Text/chapter161.xhtml,55.0,1157.0,579.0,475.0,134.0,958.0,349.0,743.0,7227.0,5656.0,1171.0,2412.0,331.0,8.936141431602106,54.19714818888977,5.462739757994818,13.850028985476808,5.462739757994818,62.090814803174354,1025.0,74.0,316.0,199.0,621.0,77.0,157.0,43.0,6.0,6.0,10.0,28.0,93.0,11.0,0.5004321521175453,17.022050877495893,12.036407605179768,0.9018537129347243,0.9077243273885459,0.032039048828450274,31.211912855290898,0.8412635379061358,0.8434782608695653,134.74211204121056,134.92013358025895,0.8981701083673823,151.95319245625993,1094.85803384757,lev-tolstoi
voina-i-mir. Text/chapter162.xhtml,53.0,1159.0,675.0,500.0,175.0,901.0,287.0,789.0,7401.0,5840.0,1173.0,2519.0,345.0,9.991288195744541,47.78383357481238,6.637007187393166,16.115344161233146,6.637007187393166,65.00856300975141,1049.0,87.0,279.0,229.0,570.0,144.0,154.0,46.0,5.0,10.0,15.0,26.0,83.0,1.0,0.5823986194995686,19.827230471304073,14.019969118407658,0.9233768701018622,0.9288073892603923,0.025006867958881584,39.98901428376736,0.8586846846846858,0.8582608695652175,240.96657386415885,257.90118619967075,0.9040184213272279,142.5666029318037,1325.8053328688634,lev-tolstoi
voina-i-mir. Text/chapter163.xhtml,70.0,1648.0,825.0,728.0,234.0,1279.0,428.0,1085.0,10265.0,8175.0,1640.0,3520.0,378.0,10.538233009708737,47.86035367545077,6.616866088765605,16.21470758871225,6.616866088765605,67.71761442441054,1518.0,108.0,408.0,287.0,724.0,242.0,248.0,34.0,2.0,14.0,18.0,11.0,111.0,8.0,0.5006067961165048,20.322416362138547,14.370118419764614,0.9065877351046028,0.9160694522073544,0.02903745958499219,34.43827436325879,0.8483176985615986,0.8431249999999999,174.18853977426355,179.1223684210526,0.8903538730744469,117.2971477960242,1263.804617177574,lev-tolstoi
voina-i-mir. Text/chapter164.xhtml,62.0,1162.0,561.0,417.0,132.0,946.0,357.0,721.0,6921.0,5347.0,1163.0,2332.0,311.0,7.243806562656154,61.856714507800774,3.022809977236136,12.950307573227509,3.022809977236136,54.6283382377436,1007.0,74.0,283.0,193.0,554.0,87.0,153.0,37.0,5.0,2.0,5.0,19.0,131.0,5.0,0.4827882960413081,16.457345900210456,11.637100886371437,0.8968280586732054,0.9027857517062847,0.03365905489438801,29.709687426985077,0.8296675651392625,0.8286956521739129,127.82173631518653,117.01527234570256,0.8810311703873771,125.61284916201117,1177.7949574236088,lev-tolstoi
voina-i-mir. Text/chapter165.xhtml,25.0,789.0,453.0,321.0,107.0,626.0,254.0,479.0,4787.0,3781.0,780.0,1604.0,166.0,13.714957667934094,43.62651837769329,7.811388618504431,18.340721144886555,7.811388618504431,72.24441064638783,706.0,62.0,99.0,249.0,372.0,109.0,96.0,12.0,6.0,3.0,4.0,4.0,75.0,4.0,0.5741444866920152,16.127227054626683,11.40367161206168,0.9168200220671978,0.9183567674125559,0.028711690383325786,34.829018655785816,0.8413513513513504,0.8373333333333334,136.32586507800343,139.67507850115135,0.8871347232056704,130.45153168275283,1352.9648272720283,lev-tolstoi
voina-i-mir. Text/chapter166.xhtml,48.0,1087.0,636.0,449.0,161.0,791.0,289.0,663.0,6767.0,5105.0,1076.0,2209.0,263.0,9.341508931309413,55.26027407237045,4.711696268399265,16.242028645807995,4.711696268399265,63.95218107942348,968.0,79.0,287.0,157.0,539.0,86.0,118.0,35.0,9.0,11.0,8.0,18.0,88.0,13.0,0.5850965961361545,19.290449324538667,13.640407529516747,0.9233350360840619,0.9281812156439252,0.025250055307991938,39.60387364710002,0.8546628131021209,0.8504761904761905,207.1572231513033,220.1629766107285,0.9061392484399278,154.59429020429545,1462.910598514306,lev-tolstoi
voina-i-mir. Text/chapter167.xhtml,50.0,1030.0,509.0,420.0,111.0,835.0,282.0,664.0,6351.0,4867.0,1019.0,2119.0,300.0,8.522155339805824,56.412378640776694,4.318319417475728,13.22302243222868,4.318319417475728,61.376699029126215,881.0,80.0,241.0,191.0,515.0,89.0,148.0,30.0,6.0,2.0,6.0,32.0,107.0,10.0,0.4941747572815534,15.859853450026286,11.214609923138449,0.898394961447554,0.9028495694306092,0.033724038497429526,29.65243916668583,0.838511722731908,0.8400000000000001,121.6870064818977,139.01613774368215,0.8913844705076186,143.49715678310318,1103.2619765287284,lev-tolstoi
voina-i-mir. Text/chapter168.xhtml,50.0,948.0,484.0,357.0,113.0,787.0,264.0,636.0,5803.0,4507.0,970.0,1959.0,307.0,7.785526582278482,57.993012658227855,4.0396935021097065,13.341168496411445,4.0396935021097065,56.61822784810127,804.0,94.0,225.0,124.0,493.0,55.0,112.0,40.0,17.0,3.0,6.0,25.0,104.0,15.0,0.510548523206751,15.719589219571468,11.115428134625933,0.9019208015405069,0.9053688360604578,0.03294777068086212,30.351067138538,0.8505005561735262,0.8466666666666668,141.54573897452107,125.47322082679226,0.8981648662017653,157.22521891418563,1116.8800273423444,lev-tolstoi
voina-i-mir. Text/chapter169.xhtml,103.0,1678.0,659.0,600.0,189.0,1421.0,567.0,1043.0,9998.0,7667.0,1706.0,3430.0,594.0,6.314649316685376,62.80594206001133,2.132452306837777,12.026260498752547,2.132452306837777,52.0481155328234,1334.0,130.0,418.0,194.0,959.0,73.0,193.0,103.0,22.0,7.0,8.0,113.0,148.0,83.0,0.39272943980929675,16.087532465680578,11.375603299041476,0.8741293865232348,0.8851050465162081,0.03903216553965342,25.619895441980628,0.791295273173723,0.7945454545454546,84.99764577420544,87.334235646958,0.8643949072744221,112.47026378896882,970.382602433186,lev-tolstoi
voina-i-mir. Text/chapter170.xhtml,93.0,1490.0,725.0,614.0,154.0,1252.0,483.0,923.0,9232.0,7130.0,1531.0,2988.0,529.0,5.899732265281084,65.48435844699428,3.4096027278631738,11.427001891667716,3.4096027278631738,57.229559067619256,1317.0,66.0,177.0,458.0,713.0,193.0,194.0,45.0,19.0,7.0,9.0,35.0,91.0,47.0,0.4865771812080537,18.782131305467942,13.280972411232524,0.9014087937554903,0.9101124466745764,0.031070097342202497,32.185286997530596,0.8364330326162417,0.8317241379310347,139.44923144595685,134.50463721061547,0.9030621342821328,158.4268780348472,1223.702151382393,lev-tolstoi
voina-i-mir. Text/chapter171.xhtml,39.0,657.0,400.0,321.0,78.0,545.0,187.0,436.0,4335.0,3362.0,678.0,1402.0,285.0,7.24239316239316,56.68507610350076,5.719014342582838,12.553279569776885,5.719014342582838,65.70460133473833,605.0,24.0,118.0,205.0,345.0,74.0,101.0,16.0,5.0,6.0,4.0,9.0,34.0,9.0,0.60882800608828,15.605486292817409,11.034745181364906,0.9235136190414319,0.9231858351843699,0.027146266697094742,36.83747791761813,0.8592105263157889,0.8646153846153847,203.82538802660753,179.71657013346766,0.9080938136748441,159.86350148367953,1310.4955207254795,lev-tolstoi
voina-i-mir. Text/chapter172.xhtml,63.0,984.0,494.0,370.0,128.0,804.0,294.0,638.0,6098.0,4763.0,1002.0,2070.0,327.0,6.420040650406502,60.10036004645761,3.642342044134722,12.652121262607352,3.642342044134722,53.22067363530778,828.0,71.0,263.0,139.0,526.0,88.0,132.0,31.0,18.0,9.0,3.0,33.0,95.0,28.0,0.5020325203252033,15.748144812664455,11.135619988142789,0.9000104779107244,0.9039028410865163,0.03340784692286371,29.933087346482623,0.8345668449197828,0.8305263157894739,120.86410976309296,116.29514656009457,0.8903900227253373,146.0253623188406,1173.4441100199072,lev-tolstoi
voina-i-mir. Text/chapter173.xhtml,54.0,1151.0,597.0,449.0,144.0,946.0,342.0,748.0,7127.0,5625.0,1164.0,2393.0,326.0,9.031409563342663,54.174133442739006,5.53176819673714,14.487543650727664,5.53176819673714,60.324371721852174,1017.0,93.0,251.0,294.0,653.0,64.0,149.0,30.0,6.0,4.0,11.0,11.0,114.0,9.0,0.5186794092093832,17.596920392443725,12.442901737496799,0.9068624707469293,0.9126140337251004,0.030426408828982753,32.866185609372586,0.866297640653359,0.8669565217391305,175.21038548899435,191.30266120683564,0.9068576298178973,173.47968545216253,1210.239714044361,lev-tolstoi
voina-i-mir. Text/chapter174.xhtml,39.0,995.0,527.0,388.0,122.0,797.0,333.0,586.0,6101.0,4658.0,1010.0,1981.0,325.0,10.44525190052828,54.011951423785604,5.42195419404716,15.687112330967059,5.42195419404716,64.50779538719237,861.0,82.0,121.0,257.0,483.0,99.0,127.0,47.0,4.0,3.0,8.0,35.0,62.0,37.0,0.5296482412060302,16.70702316738616,11.813649375099505,0.9079290344697329,0.9120227187621033,0.03071260813275343,32.55991792287907,0.8599788583509508,0.8494736842105264,170.07565604520192,158.58848888078745,0.8961481460153446,155.0203761755486,1294.9612816008178,lev-tolstoi
voina-i-mir. Text/chapter175.xhtml,53.0,1270.0,617.0,510.0,159.0,1045.0,398.0,806.0,7864.0,6168.0,1288.0,2604.0,354.0,10.119383449710295,52.45539518645077,6.084312732134897,15.363327528659473,6.084312732134897,64.11974446590403,1127.0,115.0,209.0,369.0,711.0,76.0,184.0,35.0,6.0,10.0,9.0,31.0,100.0,12.0,0.4858267716535433,17.313437501265778,12.242449062794508,0.898988922912254,0.9059845494426368,0.03254428635604417,30.72735991380185,0.8560524160524181,0.8543999999999998,170.69487969323916,154.1049606869439,0.8990505024048031,153.60560426991995,1119.9104653975587,lev-tolstoi
voina-i-mir. Text/chapter176.xhtml,38.0,924.0,490.0,343.0,100.0,777.0,292.0,585.0,5731.0,4459.0,949.0,1860.0,315.0,10.019542036910458,54.24395420369105,5.9898213716108515,14.392245291445828,5.9898213716108515,61.43700159489633,794.0,75.0,198.0,198.0,488.0,83.0,123.0,27.0,15.0,7.0,8.0,38.0,78.0,14.0,0.5303030303030303,16.11981652651434,11.398431577381269,0.9071118134895212,0.9103217445076976,0.03132112634569754,31.927332017463225,0.8450742857142837,0.8455555555555555,133.09653307937373,126.74740196078432,0.9088711138157575,180.91896478574458,1030.6235928353562,lev-tolstoi
voina-i-mir. Text/chapter179.xhtml,28.0,1468.0,719.0,708.0,321.0,1055.0,399.0,977.0,9983.0,8086.0,1448.0,3470.0,303.0,26.35544959128065,-3.3841319579603066,18.14738594783963,29.98521934348999,18.14738594783963,100.6574542623589,1367.0,231.0,204.0,268.0,638.0,265.0,128.0,57.0,9.0,17.0,15.0,15.0,86.0,,0.48978201634877383,18.765747247439105,13.26938713269698,0.9021079942640043,0.9106261875077233,0.03091268522059282,32.349179402048165,0.8267653276955618,0.8220689655172415,117.04487605295432,130.73322475783084,0.9013932324132605,145.92465103672583,1204.6963142656389,lev-tolstoi
voina-i-mir. Text/chapter180.xhtml,69.0,1315.0,755.0,576.0,199.0,870.0,295.0,774.0,8267.0,6065.0,1262.0,2588.0,306.0,7.115249903565324,63.77918140739514,3.177928169945446,15.064502168314435,3.177928169945446,62.86025238331405,1219.0,92.0,152.0,346.0,550.0,173.0,155.0,36.0,9.0,25.0,19.0,9.0,83.0,4.0,0.5741444866920152,20.82016060102495,14.722076746377725,0.9227366021848198,0.929307903112962,0.024772438954399217,40.36744229507587,0.8498736176935254,0.8423076923076921,188.3998091855935,182.6703706054913,0.916576723903287,182.6929583421442,1480.9993354612964,lev-tolstoi
voina-i-mir. Text/chapter181.xhtml,46.0,1359.0,820.0,606.0,228.0,818.0,271.0,775.0,8793.0,6112.0,1321.0,2591.0,268.0,11.804111559010781,53.84488738522572,5.400823503535207,19.733279154167114,5.400823503535207,74.13508973989826,1294.0,127.0,151.0,311.0,563.0,140.0,155.0,23.0,12.0,12.0,22.0,18.0,44.0,3.0,0.6033848417954378,22.24355120641169,15.728565895723918,0.9299743897998173,0.9364322680824074,0.022349411258032175,44.743907947043084,0.8920916030534447,0.8940740740740739,315.4153965161586,266.74040231372635,0.9413758385346465,290.2676942434728,1485.1098003009513,lev-tolstoi
voina-i-mir. Text/chapter182.xhtml,29.0,1351.0,760.0,656.0,256.0,888.0,316.0,828.0,8935.0,6770.0,1316.0,2844.0,311.0,21.604524873018708,19.755980627376942,13.396935105541232,26.318176629683986,13.396935105541232,95.14283161897956,1251.0,123.0,179.0,345.0,596.0,147.0,134.0,48.0,5.0,10.0,15.0,6.0,88.0,6.0,0.5625462620281273,20.67692334805584,14.620792713484736,0.9201950617721986,0.9271236235947274,0.025491448061419893,39.22884245691216,0.8856528417818829,0.882962962962963,252.9278010227801,256.5137660363513,0.9171680937865955,186.10714285714286,1293.0967745960563,lev-tolstoi
