,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,neut,femn,masc,sing,plur,past,pres,futr,actv,pssv,1per,3per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
voina-i-mir. Text/chapter99.xhtml,49.0,1235.0,705.0,553.0,176.0,985.0,354.0,807.0,7993.0,6386.0,1236.0,2649.0,322.0,11.418056680161943,45.15884367512189,8.39926716516566,16.805879869588516,8.39926716516566,69.98140956787573,1150.0,105.0,233.0,335.0,672.0,109.0,179.0,44.0,6.0,11.0,22.0,15.0,61.0,9.0,0.5708502024291497,20.061141361162644,14.18536909482003,0.9212470670535507,0.9273267809606189,0.02547264437812976,39.25780084530908,0.8769645868465414,0.8708333333333336,221.72742265167705,212.64485136216263,0.9094950504327253,162.71513986760624,1503.189796624109,lev-tolstoi
voina-i-mir. Text/chapter100.xhtml,132.0,2798.0,1338.0,1082.0,289.0,1291.0,517.0,1063.0,16939.0,8739.0,2723.0,3700.0,614.0,3.449838954231378,99.804314661988,-5.542377233738385,13.131902257189765,-5.542377233738385,59.86744861047934,2554.0,154.0,206.0,439.0,845.0,210.0,160.0,100.0,15.0,5.0,19.0,73.0,162.0,9.0,0.4781987133666905,25.294858736206294,17.886166141527255,0.9070479395477784,0.9211611148439133,0.02696726640354524,37.08199359311166,0.8550236449618153,0.8552727272727273,146.50415502636577,173.5788909364743,0.9397632753300905,291.62341630645403,1295.4725382551892,lev-tolstoi
voina-i-mir. Text/chapter101.xhtml,32.0,1382.0,743.0,627.0,277.0,1032.0,410.0,899.0,9233.0,7559.0,1369.0,3204.0,279.0,21.496042872648335,11.35666244573082,15.313847729739507,26.062005641626328,15.313847729739507,88.55653039073806,1283.0,159.0,177.0,373.0,618.0,267.0,158.0,49.0,5.0,24.0,27.0,2.0,97.0,,0.5376266280752533,19.98640999929485,14.132526042076009,0.9141797360223071,0.9215927229446997,0.027326872850377718,36.59401518334279,0.8511177794448636,0.8533333333333336,177.151454893585,178.42424495263265,0.8997430844435194,146.85610957217605,1388.9270690341473,lev-tolstoi
voina-i-mir. Text/chapter102.xhtml,116.0,2639.0,1121.0,950.0,308.0,2189.0,1007.0,1490.0,15968.0,12329.0,2691.0,5185.0,790.0,8.900243463433117,59.17796134899582,4.587127178855624,14.456394652950188,4.587127178855624,58.748484274346346,2275.0,224.0,208.0,640.0,1200.0,280.0,252.0,145.0,29.0,13.0,19.0,129.0,158.0,77.0,0.42478211443728686,21.821566173952743,15.43017741771297,0.8913224128160978,0.9064688414271937,0.031763703748355035,31.48247471146332,0.8372200772200806,0.8380769230769229,119.42133619131053,124.88788801564209,0.896794411791291,149.09157493468112,1253.4096589662336,lev-tolstoi
voina-i-mir. Text/chapter103.xhtml,46.0,1152.0,542.0,425.0,136.0,968.0,445.0,659.0,6906.0,5423.0,1167.0,2284.0,310.0,10.154568236714976,55.12188103864736,5.453428291062799,15.25195639583503,5.453428291062799,61.93583937198068,982.0,131.0,104.0,277.0,572.0,121.0,101.0,80.0,13.0,10.0,6.0,57.0,69.0,44.0,0.4704861111111111,15.9688281417962,11.291666666666666,0.8930399231130839,0.8988961864121644,0.03493768974614541,28.62238480179782,0.8085766092475057,0.807826086956522,95.79816486737263,96.35320565869594,0.8698425088637696,111.46200403496974,1185.2194597608986,lev-tolstoi
voina-i-mir. Text/chapter104.xhtml,47.0,1135.0,618.0,462.0,140.0,842.0,291.0,691.0,7157.0,5245.0,1138.0,2211.0,428.0,9.46350735776549,58.365523947886416,4.662146639797541,15.308928324657055,4.662146639797541,64.85378198519074,990.0,63.0,220.0,246.0,574.0,105.0,139.0,46.0,9.0,6.0,3.0,36.0,86.0,23.0,0.5444933920704845,18.343852275341717,12.971062336978406,0.9135817531653938,0.9190686121364504,0.028287516825423978,35.351282552352906,0.8716758747698001,0.88,194.93061650992686,210.19500570978363,0.9218261766881786,217.3404255319149,1348.562458875007,lev-tolstoi
voina-i-mir. Text/chapter105.xhtml,34.0,657.0,401.0,235.0,54.0,561.0,185.0,430.0,3959.0,3106.0,659.0,1291.0,172.0,7.222973856209148,63.61836914674545,3.9747096651445943,11.19208239064853,3.9747096651445943,55.09217476945116,559.0,32.0,93.0,199.0,351.0,69.0,73.0,26.0,11.0,1.0,3.0,25.0,69.0,4.0,0.6103500761035008,15.644500008549452,11.062332044318318,0.9238984836851896,0.9235880588776909,0.02700967194478991,37.02377437401261,0.8763815789473673,0.8800000000000002,202.47917923958963,197.29661052720442,0.9095690735090542,177.2171052631579,1412.30464149184,lev-tolstoi
voina-i-mir. Text/chapter106.xhtml,35.0,1258.0,743.0,585.0,219.0,964.0,347.0,836.0,8196.0,6663.0,1239.0,2820.0,277.0,17.386069952305245,25.385915285032922,12.198076357029294,22.165511040250205,12.198076357029294,82.445241880536,1202.0,112.0,182.0,334.0,556.0,215.0,174.0,23.0,3.0,10.0,13.0,4.0,49.0,3.0,0.5906200317965024,20.948285935245426,14.812675039046816,0.9262208421359062,0.9322525906625719,0.02380218042000973,42.01295773555821,0.8507030603804808,0.8519999999999999,169.17023864847872,253.80566685465467,0.910682066492092,153.82354085603112,1505.2697492445573,lev-tolstoi
voina-i-mir. Text/chapter107.xhtml,68.0,1474.0,846.0,665.0,196.0,1159.0,389.0,966.0,9445.0,7510.0,1469.0,3128.0,441.0,9.52292241998563,51.11637520951392,6.934822591587519,15.060063291005807,6.934822591587519,66.79180301700056,1352.0,95.0,174.0,466.0,720.0,178.0,201.0,50.0,13.0,11.0,13.0,35.0,71.0,16.0,0.5739484396200815,22.035434643287363,15.581405262661466,0.9238985917653622,0.931365750632897,0.024018137502202205,41.63520172654148,0.8799017543859693,0.8793103448275863,280.0514982961853,264.29767175246667,0.9192128447096369,192.92713701794918,1472.8290500332341,lev-tolstoi
voina-i-mir. Text/chapter108.xhtml,56.0,1074.0,599.0,506.0,145.0,869.0,296.0,718.0,7018.0,5574.0,1100.0,2315.0,328.0,8.54260242085661,52.35769885607877,6.828639565043893,14.276528288477733,6.828639565043893,66.29216546953977,988.0,88.0,85.0,359.0,504.0,152.0,156.0,37.0,12.0,10.0,19.0,20.0,56.0,10.0,0.5577281191806331,18.27783202103573,12.924378967462987,0.9163387988155034,0.9212105808539494,0.027601808977604107,36.22950947930232,0.864000000000001,0.861904761904762,199.83569147237304,185.63226416368423,0.9059645876749601,163.13731596828993,1375.4330034369382,lev-tolstoi
voina-i-mir. Text/chapter109.xhtml,35.0,831.0,484.0,369.0,118.0,667.0,246.0,539.0,5293.0,4211.0,834.0,1780.0,231.0,10.680582430806258,47.235230359291734,7.341724617500432,16.28364055639664,7.341724617500432,68.14718927282104,756.0,60.0,106.0,254.0,414.0,89.0,120.0,31.0,7.0,9.0,8.0,19.0,49.0,7.0,0.5824308062575211,16.78977397789024,11.872163034355623,0.919593238861305,0.9217657610414053,0.02754032502512257,36.31039209187944,0.869565217391303,0.8737500000000001,196.23693458881036,160.2754105012499,0.9088031235818507,170.051775147929,1308.4137921402864,lev-tolstoi
voina-i-mir. Text/chapter110.xhtml,41.0,1304.0,663.0,548.0,179.0,983.0,358.0,804.0,8081.0,6317.0,1295.0,2644.0,317.0,13.795923986233728,43.629456082597656,8.206743752805629,18.523259514042746,8.206743752805629,73.8294179260811,1178.0,115.0,95.0,431.0,637.0,123.0,170.0,42.0,6.0,9.0,9.0,29.0,85.0,12.0,0.5084355828220859,18.360086911859728,12.982541958550394,0.9057021230459602,0.912837087317242,0.03026949419033524,33.03656128880047,0.8546294820717131,0.8553846153846153,172.43723113502386,157.41551456923912,0.8932552095838981,137.46860841423947,1214.9582606444017,lev-tolstoi
voina-i-mir. Text/chapter111.xhtml,48.0,1112.0,612.0,488.0,161.0,861.0,284.0,738.0,7096.0,5590.0,1101.0,2358.0,313.0,10.24134292565947,49.276067146282955,6.927134892086336,16.242028645807995,6.927134892086336,67.05155875299761,1017.0,60.0,137.0,373.0,572.0,100.0,139.0,45.0,12.0,5.0,18.0,24.0,65.0,6.0,0.5503597122302158,18.352660403464455,12.977290624103556,0.9148573725413573,0.9201095193083076,0.027951312710952227,35.776495019790886,0.8726246472248339,0.8754545454545454,205.5428896473265,218.01857389241627,0.910546928156985,163.80694775921506,1259.6054931044428,lev-tolstoi
voina-i-mir. Text/chapter112.xhtml,67.0,1427.0,798.0,665.0,254.0,1053.0,372.0,935.0,9537.0,7447.0,1422.0,3094.0,404.0,9.674019182294554,48.83902158792583,7.602920901797951,17.264261702732107,7.602920901797951,67.89976885021285,1318.0,81.0,142.0,468.0,643.0,175.0,180.0,42.0,9.0,17.0,10.0,17.0,81.0,11.0,0.5592151366503153,21.12471725365695,14.93743082070929,0.9199787080255165,0.927398742984372,0.0253679570839272,39.41980809458191,0.8801306240928839,0.8807142857142857,260.8790153741529,234.20325560566803,0.9276093329417131,221.28120922140062,1317.9216390290514,lev-tolstoi
voina-i-mir. Text/chapter114.xhtml,27.0,902.0,547.0,385.0,159.0,687.0,267.0,579.0,5752.0,4647.0,888.0,1988.0,202.0,15.868764884618546,30.945503408064383,10.581576003941855,21.504856999963643,10.581576003941855,76.09033423667569,856.0,100.0,131.0,240.0,413.0,158.0,94.0,28.0,1.0,9.0,16.0,5.0,39.0,2.0,0.606430155210643,18.213107777098934,12.878612015668104,0.9264960981748546,0.929542579339648,0.024872678403819414,40.20475735522079,0.8583821805392712,0.8566666666666668,190.16252261526932,243.52448912218924,0.9109172550219867,156.7107597377555,1314.2259967767818,lev-tolstoi
voina-i-mir. Text/chapter115.xhtml,48.0,805.0,471.0,319.0,95.0,677.0,252.0,520.0,5071.0,4006.0,806.0,1690.0,253.0,6.953174171842651,58.86024585921325,4.816467197204965,12.487987846378797,4.816467197204965,56.39816252587991,737.0,78.0,140.0,201.0,421.0,62.0,91.0,24.0,4.0,7.0,5.0,8.0,49.0,11.0,0.5850931677018634,16.600568724823184,11.738374716875793,0.919892868314789,0.9217235491993325,0.02756805191528787,36.27387249098475,0.858783068783066,0.8525000000000001,189.44675358750982,180.38593028964164,0.9154431767478807,185.8759333716255,1291.1602449559116,lev-tolstoi
voina-i-mir. Text/chapter116.xhtml,25.0,756.0,448.0,286.0,87.0,618.0,227.0,478.0,4615.0,3642.0,757.0,1538.0,189.0,13.0786582010582,45.25606878306877,7.599621587301591,16.542958497492197,7.599621587301591,68.07068783068783,708.0,65.0,133.0,168.0,353.0,75.0,87.0,22.0,2.0,1.0,6.0,8.0,40.0,,0.5925925925925926,16.2936024709541,11.52131679716953,0.9210553896592975,0.9222198990700364,0.027425399545031696,36.46254992048628,0.8601697312588374,0.868,163.61837467392434,149.27838006880017,0.902739682460701,153.51802044109738,1371.8912387069577,lev-tolstoi
voina-i-mir. Text/chapter117.xhtml,32.0,881.0,536.0,425.0,179.0,645.0,225.0,599.0,5979.0,4844.0,878.0,2040.0,210.0,13.803831228717367,31.879789301929634,11.101857282207718,20.96030995705229,11.101857282207718,75.77188564131669,818.0,89.0,91.0,302.0,474.0,104.0,104.0,30.0,4.0,8.0,24.0,17.0,39.0,7.0,0.6083995459704881,18.058298830182803,12.769145559515358,0.9267188848293008,0.9295389619804096,0.024883434516859235,40.187378447395254,0.8770673076923051,0.8705882352941177,262.9483960948396,238.55444528813996,0.9168177292133799,180.71794871794873,1384.655339393735,lev-tolstoi
voina-i-mir. Text/chapter118.xhtml,48.0,1570.0,878.0,748.0,300.0,1134.0,419.0,1015.0,10720.0,8399.0,1572.0,3511.0,447.0,15.762115180467095,29.912192144373677,11.623693869426752,22.152884427151136,11.623693869426752,80.35164543524417,1413.0,194.0,129.0,484.0,802.0,185.0,162.0,54.0,13.0,10.0,6.0,33.0,98.0,26.0,0.5592356687898089,22.158721018990516,15.66858189494908,0.9210221959525997,0.929190666581879,0.02471222899250379,40.46579530738972,0.8852991452991532,0.88,253.2099143872887,263.61656039515043,0.9238628556412952,214.8377812663527,1469.1098925734595,lev-tolstoi
voina-i-mir. Text/chapter119.xhtml,24.0,959.0,528.0,439.0,180.0,712.0,288.0,604.0,6314.0,5100.0,944.0,2131.0,211.0,19.210959767118528,21.340574383037904,13.459240550052137,24.262496773360652,13.459240550052137,85.73518421967327,884.0,121.0,92.0,308.0,498.0,97.0,96.0,29.0,,9.0,4.0,15.0,55.0,5.0,0.5505735140771637,17.05000925022454,12.056177160127136,0.9130783193808083,0.916768109020369,0.02915055946400055,34.30465892892892,0.8532967032967017,0.8484210526315789,166.05710064699974,149.6302339901478,0.8981904357510397,151.45433564127927,1312.0001871550917,lev-tolstoi
voina-i-mir. Text/chapter120.xhtml,49.0,1348.0,756.0,616.0,248.0,1020.0,376.0,892.0,8978.0,7363.0,1340.0,3059.0,262.0,13.45580118694362,34.68753588082117,10.869772482286685,19.940089830601263,10.869772482286685,73.20753345848725,1252.0,186.0,170.0,317.0,594.0,249.0,135.0,38.0,7.0,15.0,10.0,9.0,87.0,,0.5608308605341247,20.590972064567477,14.560015978078427,0.9197466505150792,0.9266767119440725,0.025642588323191683,38.99762330527217,0.8633872209391854,0.8746153846153846,229.61053684701983,233.82188414142183,0.9079784170777745,153.38367967562087,1400.0269576938888,lev-tolstoi
voina-i-mir. Text/chapter121.xhtml,41.0,1046.0,574.0,399.0,147.0,831.0,342.0,636.0,6302.0,5052.0,1038.0,2184.0,197.0,11.153040619316325,48.183104276453875,6.350893485053398,16.790779770281706,6.350893485053398,63.657510609522916,896.0,119.0,168.0,207.0,550.0,83.0,87.0,43.0,6.0,4.0,2.0,66.0,83.0,1.0,0.5487571701720841,17.74786228475915,12.549633773118167,0.9136886711709602,0.918319387272381,0.02858434282084329,34.98418719183617,0.8511935807422264,0.8559999999999999,163.54922077582444,169.0981502884281,0.898778136535774,148.07233811975075,1274.4199903830443,lev-tolstoi
voina-i-mir. Text/chapter122.xhtml,25.0,807.0,510.0,344.0,140.0,566.0,198.0,508.0,5190.0,4005.0,775.0,1705.0,157.0,14.650372242874845,37.89392441140026,9.081826245353163,20.971988433224986,9.081826245353163,74.90701363073111,757.0,87.0,134.0,207.0,405.0,85.0,85.0,13.0,1.0,12.0,5.0,1.0,49.0,,0.6319702602230484,17.952850267123452,12.694582165509715,0.9314372103762025,0.9334383330614927,0.02358643704475877,42.39724711716108,0.8834036939313962,0.88125,305.7173109908959,269.3009311799796,0.9221280146818535,196.2709716354858,1411.910002579291,lev-tolstoi
voina-i-mir. Text/chapter123.xhtml,96.0,1680.0,864.0,611.0,223.0,1348.0,554.0,1017.0,10045.0,7961.0,1668.0,3424.0,387.0,6.863095238095237,61.595476190476205,3.5329523809523806,13.524906462260386,3.5329523809523806,53.86904761904762,1418.0,196.0,188.0,393.0,902.0,137.0,184.0,78.0,4.0,9.0,10.0,142.0,110.0,10.0,0.5142857142857142,21.079441575688318,14.905416081794852,0.91045958262569,0.9198945684813388,0.027761808109886717,36.02070859512473,0.8390312691600185,0.8412121212121215,160.37700078196065,168.50924663299662,0.8847710951357929,116.95497139066258,1458.988072990129,lev-tolstoi
voina-i-mir. Text/chapter124.xhtml,37.0,1161.0,614.0,479.0,165.0,910.0,343.0,732.0,7227.0,5787.0,1146.0,2431.0,243.0,14.070762855879135,40.20064471448194,8.96458087156924,18.720246600088284,8.96458087156924,72.63591498475219,1065.0,127.0,154.0,268.0,539.0,130.0,140.0,31.0,13.0,3.0,17.0,21.0,69.0,6.0,0.52885443583118,18.0198952161311,12.741990103597328,0.9097295288089196,0.9155280797850279,0.02945364206552894,33.95165860219201,0.8445143884892087,0.8426086956521737,157.41227814954902,155.39473328904802,0.8990073607804195,145.62716262975778,1238.0309098154503,lev-tolstoi
voina-i-mir. Text/chapter125.xhtml,29.0,813.0,466.0,339.0,124.0,628.0,233.0,519.0,5044.0,4039.0,804.0,1749.0,167.0,12.851324596004577,41.097552487593816,7.923475611825083,18.331877214409868,7.923475611825083,69.73189973279042,738.0,90.0,141.0,188.0,396.0,81.0,102.0,16.0,3.0,5.0,4.0,,73.0,2.0,0.5731857318573186,16.34333353528314,11.556481969992218,0.9169425744260731,0.9188244571321098,0.02854118257580593,35.037090609121776,0.8564397905759156,0.8550000000000001,188.5104961832061,184.84280611322117,0.8957925162601241,147.48793565683647,1412.6064523404536,lev-tolstoi
voina-i-mir. Text/chapter126.xhtml,62.0,1138.0,570.0,440.0,123.0,942.0,350.0,715.0,6924.0,5363.0,1140.0,2318.0,386.0,7.27329100289132,60.55560774420317,3.609744911843073,12.502761061889695,3.609744911843073,57.019162084018376,971.0,43.0,309.0,162.0,571.0,83.0,120.0,79.0,9.0,5.0,5.0,34.0,87.0,46.0,0.5008787346221442,16.89677125176944,11.947821532284078,0.9017495323714879,0.9074267904960052,0.03214852556055968,31.105625609991144,0.8268686868686835,0.8263636363636365,117.8545952855001,110.77238937093276,0.8976464223643128,157.21822600243013,1169.1282479017848,lev-tolstoi
voina-i-mir. Text/chapter127.xhtml,37.0,981.0,572.0,444.0,171.0,741.0,229.0,683.0,6405.0,5070.0,977.0,2208.0,312.0,12.832202661376975,37.09648442020003,8.749945739317305,19.05667450333371,8.749945739317305,71.773452351434,933.0,80.0,258.0,160.0,445.0,151.0,131.0,28.0,6.0,12.0,20.0,7.0,33.0,8.0,0.583078491335372,18.262554504883287,12.913576132191903,0.9216915447501004,0.9255864912520066,0.026175507737228175,38.20365243871651,0.874871244635195,0.8736842105263157,254.02970336169,241.57179829440116,0.9189900618274685,189.6961325966851,1249.0764030812634,lev-tolstoi
voina-i-mir. Text/chapter128.xhtml,48.0,884.0,529.0,365.0,130.0,687.0,253.0,564.0,5538.0,4311.0,885.0,1895.0,269.0,8.082922322775264,54.05905731523379,4.653997171945704,14.599899770559707,4.653997171945704,59.706259426847666,781.0,47.0,238.0,158.0,416.0,119.0,100.0,45.0,6.0,10.0,5.0,9.0,85.0,9.0,0.5984162895927602,17.792195401202463,12.580982020386369,0.92431691644022,0.9271699517858684,0.025686173320525252,38.931451077647374,0.8618203592814386,0.8635294117647059,196.19047561888846,196.68038574100865,0.9045675434860866,154.93687971417228,1513.2749982445787,lev-tolstoi
voina-i-mir. Text/chapter129.xhtml,47.0,1100.0,638.0,487.0,182.0,859.0,293.0,748.0,7129.0,5750.0,1099.0,2467.0,266.0,11.249994197292068,41.6215589941973,8.247620889748553,17.447855089123134,8.247620889748553,67.67698259187621,985.0,81.0,218.0,247.0,519.0,177.0,147.0,47.0,10.0,22.0,7.0,21.0,87.0,7.0,0.58,19.236423784061316,13.602205703487945,0.9222158955035576,0.9272005823665783,0.025575159983787392,39.10043967012993,0.8823596574690742,0.8827272727272728,246.33962160727475,257.8025006641531,0.9149507163821888,175.66114501598372,1293.605688753965,lev-tolstoi
voina-i-mir. Text/chapter130.xhtml,28.0,682.0,391.0,268.0,88.0,556.0,194.0,450.0,4150.0,3291.0,681.0,1436.0,173.0,10.715674486803518,48.62584625052368,5.999891181399249,15.723690421485665,5.999891181399249,63.65333054042732,605.0,47.0,148.0,158.0,358.0,56.0,91.0,18.0,5.0,5.0,2.0,11.0,62.0,4.0,0.5733137829912024,14.972163809869302,10.5869185589944,0.9147402959020478,0.91444511631824,0.03008687070916881,33.23708901687989,0.8414218009478657,0.8492307692307693,144.59061878298917,124.26084895723615,0.885529818944179,123.5218085106383,1244.9547084164979,lev-tolstoi
voina-i-mir. Text/chapter131.xhtml,62.0,1390.0,738.0,634.0,250.0,1062.0,392.0,920.0,9287.0,7570.0,1373.0,3120.0,307.0,10.781095381759112,42.789119285217,9.340859248085401,17.803463996385826,9.340859248085401,68.03086563007658,1300.0,170.0,125.0,487.0,750.0,136.0,185.0,34.0,3.0,15.0,10.0,7.0,81.0,2.0,0.5309352517985612,19.794701710996762,13.996967811410764,0.9125176125773176,0.9200582484326595,0.027833908836703523,35.927400850050134,0.8812677106636819,0.8837037037037038,237.07774886141834,232.41386886293617,0.9125829843338539,174.85147618185113,1348.5726294113497,lev-tolstoi
voina-i-mir. Text/chapter132.xhtml,32.0,644.0,358.0,228.0,72.0,537.0,202.0,407.0,3884.0,3090.0,642.0,1311.0,149.0,8.131964285714286,58.32607142857144,4.6413979037267055,13.311730656290681,4.6413979037267055,55.52872670807454,561.0,62.0,106.0,173.0,343.0,49.0,76.0,25.0,1.0,2.0,4.0,10.0,73.0,,0.5559006211180124,14.107176271679903,9.975280005098815,0.9092156631641195,0.9078484960538122,0.03232040784954087,30.94020362166332,0.8287058823529384,0.8366666666666666,120.71428328841321,108.97364341085272,0.8844845013351219,129.32292317301687,1117.312378349792,lev-tolstoi
voina-i-mir. Text/chapter133.xhtml,29.0,952.0,545.0,399.0,136.0,761.0,294.0,603.0,6053.0,4840.0,950.0,2007.0,241.0,14.885328165749058,37.456721964647926,9.994188351202546,19.19605928662336,9.994188351202546,74.73935091277892,892.0,82.0,128.0,245.0,457.0,95.0,96.0,35.0,6.0,4.0,8.0,27.0,27.0,6.0,0.5724789915966386,17.66355146679648,12.49001702200938,0.9186740612214537,0.9222844301357787,0.027303071904300095,36.6259153367466,0.8678848283499491,0.865263157894737,192.7068889104331,198.72350022660592,0.9109995235308539,173.3062787136294,1278.2339660390069,lev-tolstoi
voina-i-mir. Text/chapter134.xhtml,32.0,974.0,553.0,388.0,121.0,734.0,270.0,585.0,5989.0,4542.0,958.0,1901.0,252.0,12.572116273100615,49.96635266940453,6.689628400924022,17.242009408443217,6.689628400924022,70.27322895277207,869.0,88.0,154.0,243.0,490.0,79.0,114.0,37.0,1.0,9.0,3.0,16.0,72.0,17.0,0.5677618069815195,17.71926294349684,12.52941098497412,0.9177416844971071,0.9215929866609811,0.027524407813191366,36.33139018964613,0.86903783783784,0.8642105263157894,196.98311330164876,200.51572228263058,0.9098019571678145,167.73486725663716,1343.6366692307924,lev-tolstoi
voina-i-mir. Text/chapter135.xhtml,63.0,1193.0,572.0,431.0,129.0,995.0,413.0,711.0,7158.0,5561.0,1205.0,2355.0,357.0,7.099199031386792,63.57923289293366,3.4517910629465547,12.701252525982971,3.4517910629465547,55.06391782753895,1014.0,93.0,167.0,302.0,620.0,84.0,128.0,47.0,11.0,5.0,9.0,60.0,96.0,23.0,0.47946353730092206,16.560590066061277,11.710105536162503,0.8962360338420083,0.90252025024474,0.0337263869658439,29.65037437934698,0.8180769230769256,0.82,111.63931261079935,116.74093697232847,0.8950661581268788,151.44366347177848,1120.9161361652457,lev-tolstoi
voina-i-mir. Text/chapter136.xhtml,84.0,1801.0,798.0,706.0,193.0,1525.0,553.0,1165.0,11044.0,8587.0,1824.0,3711.0,623.0,8.957643438830278,55.12501282356362,4.821149629174265,13.45133166801682,4.821149629174265,60.64092038814415,1538.0,152.0,419.0,339.0,979.0,118.0,247.0,65.0,16.0,5.0,6.0,68.0,157.0,38.0,0.4430871737923376,18.803817822088295,13.296307094195091,0.8914116625966735,0.9026145408305365,0.03335520811223381,29.980325610177395,0.8473972602739651,0.8583333333333333,137.66052600097805,136.8437598218068,0.8948487499215091,147.1806047398529,1124.6320098831113,lev-tolstoi
voina-i-mir. Text/chapter137.xhtml,46.0,969.0,485.0,372.0,107.0,814.0,308.0,613.0,5857.0,4626.0,973.0,1991.0,232.0,8.731234127518281,55.96301408893078,4.753994716650965,13.534098525429066,4.753994716650965,59.45531027056131,817.0,79.0,153.0,232.0,490.0,96.0,107.0,39.0,9.0,1.0,6.0,21.0,115.0,16.0,0.500515995872033,15.580444730428463,11.017038122788176,0.8993471368515336,0.9030329061346029,0.03370460494671117,29.669536301673165,0.8279565217391343,0.8294736842105265,130.5705593693372,124.41979016154437,0.8808659350503264,122.64539748953975,1114.1284860535548,lev-tolstoi
voina-i-mir. Text/chapter138.xhtml,58.0,1246.0,658.0,479.0,166.0,1026.0,398.0,794.0,7653.0,6078.0,1248.0,2628.0,277.0,9.333341451264733,52.147542204018364,5.522254082028006,15.007154901872907,5.522254082028006,59.92577627719045,1053.0,99.0,238.0,234.0,614.0,144.0,77.0,71.0,13.0,3.0,4.0,59.0,110.0,24.0,0.5280898876404494,18.640899819145417,13.181106669536815,0.9104214076875189,0.9169456494666822,0.028938158682238993,34.55644883908102,0.874720133667504,0.8691666666666668,214.2168487891762,191.44899319750442,0.9140560508755985,184.675,1170.6039493382953,lev-tolstoi
voina-i-mir. Text/chapter139.xhtml,46.0,1087.0,580.0,410.0,124.0,903.0,327.0,700.0,6586.0,5202.0,1086.0,2229.0,270.0,9.958278268869247,52.8744964201432,5.546497030118793,14.565796492996414,5.546497030118793,61.34892604295828,961.0,117.0,243.0,176.0,554.0,94.0,87.0,41.0,19.0,7.0,3.0,35.0,85.0,6.0,0.5335786568537259,17.591919195334004,12.439365357106466,0.910151210057653,0.9152321873290348,0.02959222569892539,33.792659267136976,0.8482658959537543,0.86,182.661667358479,174.57210629678178,0.9099659812925303,160.52243676910524,1143.515023097436,lev-tolstoi
voina-i-mir. Text/chapter141.xhtml,54.0,1357.0,714.0,567.0,180.0,1097.0,420.0,857.0,8450.0,6694.0,1359.0,2843.0,336.0,11.01747577717732,48.253216927317894,6.889067448620317,16.19166451557377,6.889067448620317,66.91297524495756,1212.0,149.0,188.0,323.0,683.0,102.0,148.0,44.0,18.0,8.0,10.0,16.0,118.0,11.0,0.5261606484893147,19.38243284578514,13.705449701147545,0.9109738140938667,0.9183425467145732,0.028419446665547018,35.18717347907773,0.8503363914373132,0.8540740740740742,183.24783838856808,168.49328320706533,0.9016968842602969,153.13681757656457,1263.6508538017242,lev-tolstoi
voina-i-mir. Text/chapter142.xhtml,22.0,610.0,385.0,259.0,61.0,512.0,193.0,380.0,3749.0,2978.0,608.0,1254.0,161.0,12.003248882265272,47.23970938897169,7.2986147540983595,14.771854502745231,7.2986147540983595,70.18628912071534,539.0,47.0,93.0,165.0,314.0,78.0,76.0,20.0,5.0,7.0,5.0,24.0,36.0,11.0,0.6311475409836066,15.588194355944134,11.022517935541964,0.9282422128288107,0.927308644263494,0.025762761116911653,38.815715266775584,0.866666666666665,0.8683333333333333,206.48639809884065,203.39478764478764,0.9082959713444485,165.84375,1307.7463249745679,lev-tolstoi
voina-i-mir. Text/chapter143.xhtml,28.0,810.0,509.0,387.0,131.0,634.0,196.0,569.0,5343.0,4284.0,824.0,1843.0,225.0,14.194753086419748,32.481807760141095,10.18290873015873,19.173420569702333,10.18290873015873,76.7063492063492,766.0,84.0,114.0,216.0,388.0,99.0,113.0,28.0,7.0,7.0,7.0,12.0,20.0,12.0,0.6283950617283951,17.8844369891745,12.64620667274881,0.9306280640153749,0.9326588556167315,0.023851570674883884,41.925960081656896,0.8702496714848893,0.87,278.6243559613125,238.8094742951105,0.9097322649398873,152.46393671475104,1451.3910535384632,lev-tolstoi
voina-i-mir. Text/chapter144.xhtml,70.0,1562.0,887.0,722.0,218.0,1269.0,425.0,1062.0,10303.0,8177.0,1584.0,3444.0,538.0,10.439518565941103,45.314008597036775,7.9899766050850545,15.652283715625005,7.9899766050850545,68.53707700749955,1474.0,110.0,248.0,485.0,770.0,203.0,237.0,40.0,7.0,16.0,16.0,11.0,67.0,10.0,0.5678617157490397,22.44311346202657,15.86967771993808,0.9230488557134165,0.931041254727812,0.024094812091374113,41.50271005259251,0.8914738929279665,0.8922580645161292,316.81033398709144,310.0151401552143,0.9264760616848196,203.15630728211966,1323.736015515475,lev-tolstoi
